cosmic,sample,TL-2-105,TAK-715,CP466722,BMS-345541,Genentech Cpd 10,GSK429286A,Ruxolitinib,SB-715992,ZSTK474,KIN001-102,CAL-101,GW-2580,BMS-708163,BX-912,LY317615,WZ3105,XMD14-99,CP724714,JW-7-24-1,ABT-869,GSK2126458,PHA-793887,TG101348,QL-XI-92,XMD15-27,QL-XII-47,AC220,EKB-569,Masitinib,OSI-930,XMD13-2,Bleomycin (50 uM),AT-7519,XL-184,NPK76-II-72-1,NG-25,TL-1-85,VX-11e,FR-180204,"Zibotentan, ZD4054",BIX02189,KIN001-236,KIN001-055,KIN001-266,NVP-BHG712,PIK-93,TPCA-1,Y-39983,YM201636,AV-951,GSK690693,KIN001-270,CH5424802,KIN001-244,KIN001-260,SB52334,AS605240,STF-62247,I-BET,MPS-1-IN-1,CX-5461,Tubastatin A,VNLG/124,XL-880,EX-527,THZ-2-49,PFI-1,UNC0638,UNC0638,OSI-027,SN-38,MP470,T0901317,IOX2,5-Fluorouracil,NSC-207895,CAY10603,GSK269962A,SB-505124,Tamoxifen,piperlongumine,PI-103,Phenformin,SNX-2112,BMS-708163,BMS-536924,AR-42,EHT 1864,QL-X-138,CCT007093,AG-014699,AZD6244,TW 37,rTRAIL,XAV 939,JNJ-26854165,PLX4720 (rescreen),CUDC-101,THZ-2-102-1,(5Z)-7-Oxozeaenol,JQ1,CHIR-99021,BMN-673,Afatinib (rescreen),UNC1215,SGC0946,Temozolomide,GSK1070916,"PXD101, Belinostat",PF-4708671,Olaparib (rescreen),YM155,FK866,AZD6482,Etoposide,Vinorelbine,Midostaurin,CCT018159,AP-24534,JNK-9L,JQ1,FTI-277,Trametinib,CHIR-99021,Shikonin,AKT inhibitor VIII,NSC-87877,AZD6482,HG-6-64-1,DMOG,JQ12,Mitomycin C,Embelin,LAQ824,Doxorubicin,QS11,Epothilone B,GSK-1904529A,Bicalutamide,OSU-03012,IPA-3,LFM-A13,GDC0941 (rescreen),Tipifarnib,FH535,BAY 61-3606,Pazopanib,AS601245,BMS-754807,OSI-906,Gemcitabine,Bryostatin 1,Obatoclax Mesylate,Bleomycin,PF-562271,GSK-650394,AUY922,RDEA119 (rescreen),Bicalutamide,PAC-1,Bexarotene,Cetuximab,Dabrafenib,Thapsigargin,Vorinostat,Bosutinib,Lenalidomide,Vinblastine,Cisplatin,Docetaxel,Olaparib,ABT-888,17-AAG,Vismodegib,Camptothecin,Methotrexate,ABT-263,AZD7762,CEP-701,AMG-706,Elesclomol,Afatinib,BX-795,Nutlin-3a,PD-173074,RO-3306,KU-55933,PLX4720,Axitinib,GW 441756,VX-702,JNK Inhibitor VIII,Cytarabine,Gefitinib,NU-7441,NVP-BEZ235,GDC0941,AZD8055,PD-0325901,AICAR,ATRA,RDEA119,CI-1040,BIRB 0796,Temsirolimus,SL 0101-1,SB590885,MK-2206,PD-0332991,AZD6244,FMK,Nilotinib,ZM-447439,YK 4-279,681640,SB 216763,MLN4924,QL-VIII-58,XMD8-92,HG-5-113-01,XMD11-85h,ZG-10,HG-5-88-01,QL-XII-61,PHA-665752,NVP-TAE684,Crizotinib,Imatinib,AZD-0530,AZ628,Parthenolide,KIN001-135,Sorafenib,Bortezomib,GSK269962A,MG-132,Paclitaxel,A-770041,BMS-509744,Pyrimethamine,GW843682X,MS-275,TGX221,Sunitinib,Z-LLNle-CHO,CGP-60474,CGP-082996,WZ-1-84,BMS-536924,CMK,A-443654,S-Trityl-L-cysteine,BI-2536,GNF-2,WH-4-023,Salubrinal,Dasatinib,XMD8-85,Roscovitine,Lapatinib,Cyclopamine,VX-680,JW-7-52-1,Erlotinib,Rapamycin
909780,VM-CUB-1,0.99,0.99,0.96,0.98,0.90,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.99,0.99,0.97,0.96,0.99,0.98,0.90,0.99,0.93,0.98,0.98,0.99,0.99,0.94,0.99,0.95,0.97,0.98,0.97,0.14,0.96,0.98,0.97,0.99,0.97,0.98,0.99,0.99,0.99,0.98,0.96,0.87,0.98,0.89,0.97,0.99,0.99,0.99,0.99,0.96,0.99,0.93,0.99,0.98,0.99,0.98,0.97,0.97,0.98,0.98,0.99,0.77,0.98,0.98,0.86,0.98,0.97,0.97,0.33,0.84,0.98,0.98,0.97,0.87,0.69,0.75,0.99,0.98,0.73,0.97,0.94,0.76,0.99,0.99,0.73,0.99,0.95,0.99,0.99,0.92,0.06,,,0.93,,0.60,0.69,0.61,0.98,0.97,,,,,,0.99,0.52,0.98,,0.03,0.04,0.96,0.64,0.76,0.89,0.82,0.98,0.66,0.76,0.94,,0.99,0.50,0.97,0.99,0.91,0.84,0.44,0.94,0.30,0.76,0.59,0.55,0.97,0.56,0.98,0.99,0.78,0.89,0.99,0.79,0.65,0.68,0.95,0.99,0.98,0.88,0.97,0.26,0.97,0.44,0.52,0.90,0.85,0.61,0.85,,0.99,0.97,,,0.39,,,,,,,,,0.44,,,,0.94,,,0.94,,,0.80,0.94,0.98,0.92,0.89,0.94,,,,0.94,,,0.94,0.62,0.96,0.70,0.88,,,0.83,,0.95,,0.92,0.98,0.85,0.90,0.87,0.99,,0.88,0.67,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503370,EMC-BAC-2,0.98,0.93,0.72,0.86,0.89,0.95,0.98,0.74,0.76,0.92,0.95,0.98,0.98,0.76,0.73,0.74,0.98,0.97,0.67,0.97,0.71,0.58,0.68,0.91,0.96,0.71,0.98,0.72,0.92,0.98,0.83,0.55,0.76,0.95,0.94,0.90,0.95,0.98,0.97,0.98,0.97,0.98,0.95,0.87,0.98,0.65,0.76,0.92,0.91,0.97,0.98,0.98,0.97,0.89,0.98,0.97,0.84,0.98,0.84,0.94,0.91,0.94,0.98,0.61,0.90,0.98,0.78,0.81,0.83,0.40,0.67,0.95,0.98,0.97,0.86,0.78,0.51,0.71,0.97,0.96,0.76,0.45,0.97,0.47,0.98,0.87,0.54,0.97,0.51,0.98,0.98,0.86,0.52,0.72,0.80,0.91,0.83,0.54,0.30,0.76,0.96,0.89,0.61,0.93,0.98,0.98,0.97,0.89,0.41,0.96,0.87,0.04,0.14,0.88,,,,0.95,,,,,0.57,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,0.80,0.95,,,0.96,0.44,,0.68,0.87,0.98,0.41,0.84,0.63,0.94,0.97,0.57,0.98,0.64,0.81,0.89,0.61,0.49,0.91,0.46,0.91,0.67,0.73,0.97,0.93,0.98,0.89,0.92,0.90,0.98,0.91,0.61,0.98,0.96,0.39,0.70,0.64,0.64,0.97,0.98,0.64,0.85,0.88,0.55,0.98,,0.72,0.72,0.97,,0.98,0.91,0.67,,,,0.24,0.85,0.63,0.92,0.58,0.91,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480367,OVCA433,0.97,0.94,0.91,0.94,0.97,0.96,0.98,0.97,0.83,0.92,0.97,0.98,0.98,0.92,0.86,0.91,0.98,0.97,0.82,0.98,0.90,0.96,0.89,0.98,0.98,0.77,0.98,0.97,0.95,0.98,0.96,0.55,0.92,0.93,0.97,0.93,0.96,0.98,0.96,0.98,0.96,0.98,0.96,0.87,0.96,0.87,0.94,0.90,0.93,0.97,0.97,0.98,0.98,0.88,0.98,0.96,0.97,0.98,0.93,0.97,0.96,0.98,0.98,0.67,0.98,0.98,0.88,0.83,0.77,0.79,0.51,0.97,0.98,0.97,0.94,0.86,0.65,0.67,0.98,0.97,0.70,0.73,0.98,0.91,0.92,0.87,0.71,0.96,0.82,0.97,0.98,0.73,0.59,0.97,0.76,0.96,0.98,0.64,0.69,0.39,0.98,0.88,0.60,0.89,0.97,0.97,0.98,0.96,0.53,0.97,0.95,0.03,0.95,0.88,,,,0.91,,,,,0.33,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,0.64,0.98,,,0.85,0.97,,0.77,0.91,0.98,0.67,0.93,0.69,0.98,0.98,0.53,0.98,0.66,0.98,0.98,0.64,0.62,0.98,0.45,0.93,0.81,0.83,0.98,0.95,0.95,0.98,0.90,0.94,0.98,0.98,0.67,0.95,0.95,0.66,0.70,0.78,0.62,0.91,0.98,0.66,0.79,0.98,0.72,0.98,0.98,0.83,0.87,0.96,,,,0.45,,0.98,,0.24,0.82,0.71,0.96,0.70,0.94,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480374,UWB1.289,0.96,0.95,0.87,0.95,0.95,0.97,0.98,0.92,0.81,0.94,0.95,0.97,0.98,0.93,0.98,0.88,0.98,0.97,0.92,0.97,0.82,0.92,0.97,0.98,0.98,0.91,0.97,0.88,0.97,0.96,0.94,0.71,0.83,0.87,0.95,0.85,0.93,0.90,0.92,0.95,0.94,0.98,0.87,0.86,0.89,0.86,0.79,0.98,0.84,0.98,0.94,0.96,0.98,0.85,0.98,0.92,0.93,0.95,0.94,0.93,0.98,0.95,0.98,0.68,0.98,0.95,0.90,0.98,0.85,0.64,0.65,0.97,0.97,0.95,0.96,0.92,0.64,0.97,0.96,0.98,0.77,0.74,0.95,0.98,0.97,0.96,0.64,0.96,0.82,0.97,0.97,0.83,0.69,0.98,0.95,0.92,0.97,0.56,0.58,0.72,0.97,0.95,0.80,0.78,0.98,0.97,0.98,0.96,0.49,0.97,0.94,0.21,0.82,0.90,,,,0.96,,,,,0.76,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,0.90,0.98,,,0.84,0.93,,0.80,0.92,0.98,0.79,0.90,0.87,0.95,0.98,0.96,0.98,0.66,0.96,0.91,0.76,0.83,0.97,0.73,0.84,0.93,0.98,0.97,0.96,0.93,0.96,0.97,0.96,0.98,0.96,0.91,0.92,0.96,0.80,0.78,0.86,0.87,0.92,0.92,0.91,0.91,0.98,0.86,0.98,0.98,0.85,0.98,0.96,,,,0.74,,0.97,,0.50,0.89,0.86,0.97,0.76,0.94,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503367,ESO51,0.98,0.96,0.92,0.82,0.95,0.97,0.98,0.88,0.76,0.91,0.97,0.98,0.98,0.96,0.76,0.84,0.98,0.97,0.78,0.98,0.65,0.85,0.91,0.95,0.96,0.61,0.98,0.97,0.89,0.97,0.93,0.85,0.55,0.31,0.94,0.87,0.92,0.57,0.98,0.98,0.95,0.93,0.97,0.88,0.89,0.84,0.93,0.97,0.90,0.97,0.93,0.96,0.92,0.87,0.93,0.97,0.65,0.94,0.69,0.93,0.75,0.87,0.98,0.11,0.97,0.93,0.91,0.93,0.81,0.62,0.91,0.89,0.95,0.96,0.60,0.93,0.55,0.94,0.94,0.96,0.95,0.97,0.98,0.37,0.87,0.98,0.53,0.97,0.79,0.86,,0.87,,0.87,0.97,,0.96,0.66,0.60,0.85,0.97,0.97,0.98,0.97,0.97,0.98,0.97,0.94,0.44,,0.96,0.25,0.17,0.95,,,,,,,,,0.70,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,0.80,0.96,,,0.97,0.96,,0.53,0.97,0.93,0.71,0.97,0.81,0.91,0.96,0.70,0.96,0.70,0.87,0.74,0.53,0.75,0.94,0.84,0.97,0.91,0.98,0.94,0.98,0.97,0.96,0.97,0.93,0.82,0.96,0.78,0.92,0.94,0.69,0.64,0.65,0.86,0.77,0.91,0.55,0.79,0.83,0.75,0.94,0.93,0.87,0.85,0.61,,0.84,0.85,0.92,0.85,0.98,0.96,0.63,0.98,0.89,0.97,0.93,0.97,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753559,HCE-4,0.98,0.95,0.92,0.94,0.99,0.99,0.99,0.96,0.93,0.95,0.98,0.98,0.99,0.96,0.98,0.99,0.99,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.82,0.99,0.99,0.99,0.98,0.99,0.39,0.91,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.97,0.98,0.99,0.97,0.90,0.98,0.99,0.38,0.98,0.99,0.99,0.99,0.99,0.99,0.86,0.98,0.98,0.75,0.99,0.97,0.99,0.99,0.96,0.96,0.97,0.99,0.99,0.99,0.93,0.58,,,0.81,,0.97,0.98,0.60,0.99,0.99,,,,,,0.99,0.96,0.99,,0.88,0.28,0.93,0.44,0.58,0.87,0.99,0.93,0.58,0.97,0.99,,0.99,0.43,0.94,0.90,0.98,0.80,0.64,0.86,0.15,0.76,0.53,0.31,0.89,0.48,0.91,0.99,0.61,0.78,0.99,0.56,0.64,0.54,0.84,0.96,0.86,0.88,,0.10,0.99,0.28,0.21,0.98,0.79,0.52,0.94,,,0.97,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,0.68,,,,,,,,,,,0.97,0.83,0.99,0.99,0.97,,,,,,,,0.46,0.73,0.93,,0.50,,,0.84,0.73,0.68,0.87,0.97,0.89,0.89,0.58,0.59,0.61,0.99,0.92,,0.64,,,,,0.80,,,0.91
1479988,Hey,0.96,0.94,0.81,0.89,0.86,0.98,0.99,0.96,0.83,0.94,0.98,0.98,0.99,0.89,0.96,0.82,0.99,0.99,0.73,0.99,0.86,0.56,0.85,0.93,0.98,0.72,0.99,0.90,0.86,0.98,0.88,0.16,0.63,0.95,0.95,0.87,0.90,0.84,0.98,0.99,0.95,0.98,0.98,0.87,0.73,0.79,0.88,0.88,0.93,0.98,0.98,0.98,0.98,0.89,0.98,0.97,0.96,0.98,0.92,0.86,0.73,0.92,0.99,0.65,0.99,0.97,0.78,0.67,0.72,0.33,0.57,0.37,0.98,0.91,0.56,0.84,0.39,0.87,0.97,0.99,0.75,0.51,0.97,0.40,0.96,0.96,0.47,0.94,0.59,0.99,0.92,0.72,0.48,0.99,0.90,0.85,0.96,0.45,0.34,0.46,0.95,0.90,0.82,0.92,0.99,0.99,0.97,0.93,0.34,0.94,0.90,0.03,0.03,0.98,,,,0.82,,,,,0.16,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,0.72,0.97,,,0.98,0.59,,0.59,0.63,0.97,0.33,0.92,0.61,0.96,0.97,0.39,0.98,0.38,0.98,0.92,0.56,0.46,0.96,0.31,0.99,0.74,0.76,0.98,0.91,0.98,0.95,,0.88,0.98,0.95,0.43,0.98,0.95,0.43,0.74,0.57,0.77,0.85,0.97,0.63,0.72,0.92,0.75,0.94,0.86,0.79,0.58,0.72,,0.91,0.86,,,,,0.22,0.93,0.74,0.98,0.68,0.96,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753563,IM-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.83,,,0.49,,,0.99,,,,0.94,0.97,0.98,0.82,,,,0.99,0.99,,0.94,,0.99,0.99,0.85,0.60,0.99,0.98,0.97,0.96,,,0.60,0.93,0.92,0.78,0.99,0.98,0.99,0.93,,,0.91,0.96,,0.08,0.99,0.92,0.97,0.96,0.99,0.99,0.85,0.94,0.98,0.59,0.99,0.62,0.99,0.96,0.99,0.96,0.87,0.92,0.11,0.96,0.87,0.48,0.90,0.90,0.98,0.99,0.73,0.73,0.98,0.98,0.85,0.82,0.88,0.98,0.88,0.97,0.99,0.75,0.99,0.30,0.48,0.99,0.95,0.73,0.78,0.98,0.94,0.99,0.99,0.94,0.96,0.70,0.98,0.99,0.75,0.95,0.99,0.99,0.99,0.98,0.97,0.43,0.61,0.96,0.88,0.79,0.99,0.99,0.99,0.97,0.96,0.98,0.99,0.97,0.98,0.97,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.98,0.97,0.95,0.99,0.91,0.91,0.99,0.99,0.99,0.98,0.99,0.99,0.99,,0.99,0.97,0.58,0.99,0.98,0.73,,,,,,,,0.99,0.97,0.99,0.99,0.99,0.90,0.96,0.99,0.99,0.87,0.99,0.97,0.99,0.99,0.92,0.97,0.98,0.99,0.99,0.99,0.96,0.98,0.94,0.99,0.99,0.97,0.98,0.99,0.99,0.98,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99
1479995,JHOS-2,0.97,0.92,0.77,0.92,0.97,0.98,0.97,0.97,0.85,0.91,0.98,0.98,0.97,0.95,0.69,0.98,0.98,0.98,0.92,0.98,0.94,0.97,0.96,0.93,0.98,0.75,0.98,0.93,0.94,0.97,0.94,0.42,0.92,0.92,0.89,0.81,0.89,0.94,0.93,0.98,0.87,0.97,0.85,0.66,0.91,0.78,0.67,0.97,0.90,0.98,0.96,0.96,0.96,0.81,0.96,0.74,0.89,0.98,0.96,0.93,0.92,0.94,0.98,0.66,0.98,0.97,0.84,0.97,0.90,0.74,0.55,0.93,0.95,0.97,0.92,0.43,0.61,0.95,0.98,0.98,0.79,0.81,0.98,0.63,0.97,0.95,0.68,0.97,0.86,0.98,0.96,0.67,0.48,0.95,0.78,0.94,0.96,0.52,0.41,0.54,0.97,0.87,0.66,0.72,0.97,0.98,0.97,0.98,0.50,0.96,0.92,0.03,0.43,0.84,,,,0.96,,,,,0.25,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,0.67,0.98,,,0.98,0.88,,0.80,0.85,0.98,0.64,0.95,0.69,0.98,0.97,0.84,0.98,0.37,0.98,0.91,0.74,0.61,0.91,0.33,0.72,0.74,0.92,0.94,0.95,0.88,0.88,0.96,0.97,0.97,0.97,0.70,0.86,0.91,0.64,0.51,0.74,0.62,0.82,0.97,0.53,0.68,0.97,0.74,0.97,0.96,0.81,0.78,0.95,,,,,,0.97,,0.36,0.87,0.76,0.90,0.69,0.95,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503371,TE-4,0.98,0.87,0.96,0.91,0.96,0.98,0.98,0.96,0.72,0.90,0.98,0.98,0.99,0.97,0.92,0.91,0.98,0.53,0.93,0.98,0.61,0.82,0.80,0.99,0.99,0.98,0.98,0.61,0.89,0.97,0.97,0.66,0.78,0.98,0.98,0.99,0.98,0.99,0.98,0.99,0.99,0.99,0.93,0.98,0.99,0.97,0.98,0.98,0.98,0.99,0.93,0.98,0.98,0.98,0.98,0.98,0.95,0.98,0.97,0.97,0.99,0.98,0.98,0.85,0.99,0.99,0.97,0.74,0.93,0.80,0.76,0.92,0.98,0.89,0.98,0.99,0.64,0.90,0.95,0.95,0.83,0.97,0.88,0.95,0.99,0.94,0.64,0.97,0.82,0.94,0.99,0.94,0.49,0.92,0.93,0.89,0.96,0.64,0.59,0.81,0.98,0.96,0.87,0.06,0.98,0.99,0.97,0.99,0.41,0.97,0.96,0.28,0.40,0.98,,,,0.84,,,,,0.46,,,,,,,,,,,,,,,,,,,,0.70,,,,,,,,,,,,,,,0.81,0.97,,,0.99,0.95,,0.51,0.84,0.99,0.37,0.94,0.59,0.99,0.99,0.32,0.97,0.64,0.94,0.92,0.52,0.63,0.97,0.52,0.26,0.90,0.99,,0.94,0.93,0.98,0.95,0.90,0.98,0.98,0.70,0.83,0.93,0.73,0.79,0.87,0.88,0.90,0.99,0.82,0.89,0.95,0.95,0.99,0.98,0.78,0.92,0.99,,0.98,0.88,,,,,0.31,0.99,0.73,0.98,0.62,0.94,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503369,EMC-BAC-1,0.82,0.86,0.80,0.80,0.79,0.94,0.96,0.80,0.81,0.77,0.96,0.97,0.97,0.67,0.85,0.74,0.91,0.89,0.76,0.95,0.79,0.89,0.64,0.89,0.91,0.66,0.97,0.56,0.88,0.96,0.83,0.66,0.71,0.91,0.75,0.86,0.91,0.86,0.89,0.98,0.95,0.93,0.76,0.79,0.82,0.68,0.70,0.88,0.85,0.95,0.89,0.96,0.83,0.93,0.95,0.91,0.90,0.85,0.86,0.73,0.90,0.94,0.95,0.52,0.97,0.84,0.91,0.76,0.75,0.69,0.73,0.93,0.96,0.97,0.86,0.92,0.59,0.86,0.96,0.98,0.82,0.55,0.97,0.69,,0.82,0.68,,0.79,,0.98,0.93,0.81,0.95,0.91,0.82,0.97,0.49,0.49,0.76,0.98,0.92,0.84,0.34,0.98,0.98,0.98,0.78,0.58,0.96,0.96,0.24,0.25,,,,,0.95,,,,,0.51,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,0.83,0.98,,,0.68,0.95,,0.56,0.83,0.98,0.44,0.91,0.59,0.98,0.97,0.58,0.97,0.50,0.78,0.84,0.59,0.78,0.98,0.52,0.53,0.81,0.96,0.96,0.96,0.94,0.95,0.92,0.97,0.95,0.97,0.95,0.80,0.94,0.77,0.74,0.78,0.90,0.78,0.97,0.79,0.85,0.95,0.82,0.97,0.96,0.89,0.87,0.95,,0.96,0.87,0.60,,,0.95,0.36,0.93,0.67,0.93,0.66,0.72,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240184,NCI-H1915,0.99,0.98,0.84,0.92,0.83,0.96,0.98,0.72,0.94,0.96,0.97,0.99,0.98,0.91,0.77,0.68,0.96,0.98,0.72,0.98,0.93,0.78,0.85,0.97,0.98,0.88,0.99,0.93,0.91,0.96,0.93,0.52,0.65,0.99,0.89,0.91,0.97,0.89,0.99,0.99,0.93,0.98,0.98,0.81,0.88,0.89,0.91,0.88,0.96,0.98,0.99,0.97,0.98,0.91,0.94,0.80,0.79,0.98,0.95,0.93,0.84,0.94,0.98,0.81,0.99,0.49,0.95,0.85,0.74,0.71,0.78,0.98,0.98,0.98,0.83,0.98,0.36,0.96,0.99,0.99,0.81,0.84,0.83,0.42,0.99,0.98,0.52,0.97,0.82,0.99,0.93,0.61,0.40,0.98,0.99,0.88,0.97,0.51,0.53,0.74,0.99,0.94,0.80,0.98,0.99,0.99,0.99,0.93,0.31,0.99,0.95,0.06,0.41,0.99,0.97,0.75,0.95,0.86,0.97,0.60,0.87,0.92,0.18,0.95,0.70,0.99,0.99,0.97,0.80,0.77,0.70,0.55,0.74,0.43,0.87,0.97,0.66,0.99,0.99,0.87,0.94,0.98,0.96,0.57,0.58,0.82,0.94,0.83,0.96,0.98,0.92,0.99,0.47,0.74,0.96,0.98,0.63,0.63,0.99,0.98,0.90,0.99,0.83,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,0.70,,,0.95,0.49,0.97,0.89,0.99,0.81,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524417,RCC-ER,0.98,0.96,0.83,0.91,0.75,0.98,0.99,0.97,0.73,0.93,0.92,0.98,0.98,0.96,0.59,0.98,0.97,0.98,0.79,0.98,0.84,0.98,0.83,0.94,0.98,0.79,0.99,0.93,0.87,0.98,0.98,0.74,0.91,0.99,0.99,0.98,0.99,0.97,0.99,0.99,0.99,0.97,0.99,0.96,0.99,0.99,0.99,0.98,0.99,0.98,0.98,0.99,0.98,0.95,0.99,0.99,0.94,0.94,0.98,0.98,0.99,0.98,0.96,0.77,0.99,0.99,0.94,0.97,0.98,0.80,0.73,0.97,0.99,0.89,0.96,0.97,0.73,0.97,0.94,0.96,0.83,0.82,0.95,0.99,0.98,0.87,0.83,0.98,0.88,0.98,0.99,0.94,0.40,0.98,0.93,0.81,0.97,0.93,0.98,0.79,0.96,0.70,0.82,0.96,0.98,0.96,0.98,0.98,0.91,0.96,0.98,0.90,0.93,0.94,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,0.70,,,,,,,,,,,,,,,0.87,0.98,,,0.91,0.85,,0.79,0.92,0.99,0.82,0.85,0.94,0.99,0.99,0.88,0.99,0.59,0.99,0.89,0.59,0.69,0.88,0.55,0.99,0.91,0.99,0.98,0.96,0.92,0.96,0.95,0.90,0.98,0.91,0.57,0.97,0.93,0.77,0.75,0.76,0.82,0.88,0.98,0.93,0.84,0.93,0.80,,0.99,0.72,0.95,0.99,,,,,0.95,0.88,,0.63,0.92,0.79,0.92,0.75,0.90,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322213,COR-L321,0.84,0.88,0.73,0.86,0.60,0.95,0.98,0.68,0.80,0.87,0.97,0.99,0.99,0.54,0.85,0.70,0.96,0.99,0.82,0.98,0.77,0.80,0.90,0.85,0.95,0.47,0.95,0.96,0.90,0.97,0.89,0.94,0.36,0.97,0.78,0.95,0.95,0.96,0.97,0.99,0.96,0.96,0.97,0.86,0.96,0.80,0.91,0.97,0.90,0.98,0.96,0.97,0.97,0.89,0.98,0.96,0.79,0.98,0.89,0.90,0.90,0.83,0.97,0.72,0.99,0.86,0.95,0.81,0.66,0.51,0.88,0.95,0.98,0.99,0.89,0.61,0.22,0.92,0.99,0.97,0.95,0.57,0.90,0.58,0.99,0.99,0.21,0.92,0.75,0.98,0.98,0.97,0.86,0.99,0.95,0.94,0.97,0.16,0.20,0.92,0.99,0.99,0.98,0.99,0.99,0.99,0.96,0.44,0.15,0.93,0.96,0.03,0.15,0.98,,,,0.96,,,,,0.99,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,0.99,0.99,,,0.99,0.98,,0.53,0.97,0.97,0.77,0.98,0.96,0.97,0.98,0.98,0.94,0.85,0.94,0.84,0.97,0.76,0.99,0.99,0.99,0.86,0.98,0.96,0.98,0.98,0.98,0.97,0.98,0.98,0.99,0.99,0.98,0.99,0.92,0.99,0.88,0.99,0.95,0.96,0.98,0.96,0.98,0.97,0.98,0.98,0.99,0.99,0.98,,0.98,0.95,0.88,0.99,0.97,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946377,D-566MG,0.98,0.99,0.76,0.91,0.78,0.86,0.99,0.99,0.97,0.77,0.85,0.97,0.99,0.80,0.53,0.78,0.98,0.98,0.80,0.96,0.51,0.93,0.77,0.94,0.97,0.73,0.98,0.95,0.87,0.97,0.92,0.55,0.67,0.90,0.94,0.87,0.91,0.89,0.96,0.98,0.94,0.98,0.97,0.87,0.92,0.77,0.82,0.76,0.92,0.97,0.96,0.95,0.98,0.87,0.96,0.91,0.71,0.97,0.88,0.90,0.79,0.98,0.98,0.56,0.98,0.58,0.80,0.87,0.84,0.38,0.51,0.97,0.96,0.98,0.88,0.83,0.44,0.22,0.87,0.96,0.66,0.56,0.91,0.47,0.98,0.94,0.57,0.95,0.71,0.96,0.94,0.92,0.35,0.97,0.89,0.80,0.90,0.46,0.34,0.68,0.97,0.80,0.47,0.92,0.98,0.98,0.96,0.84,0.37,0.89,0.85,0.03,0.26,0.78,,,,0.79,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.85,0.97,0.32,0.77,0.35,0.80,0.97,0.38,0.94,0.19,0.98,0.92,0.55,0.45,0.98,0.52,0.98,0.73,0.97,0.96,0.92,0.94,0.90,0.85,0.99,0.96,0.98,0.63,0.96,0.96,0.55,0.79,0.82,0.91,0.90,0.91,0.86,0.75,0.99,0.43,0.98,0.95,0.92,0.86,0.92,,0.95,0.78,,0.87,0.91,,0.24,0.92,0.70,0.97,0.69,0.94,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
