Majority protein IDs,Gene names,ME-180,ME180C13,59M,A2780,A2780CP70,Caov-3,COV318,DOV13,HEYA8,IGROV-1,IGROV1CP,IOSE397,IOSE7576,JHOS-2,JHOS-5,KURAMOCHI,OVCA433,OVCAR-3,OVCAR-5,OVISE,OVKATE,OVSAHO,PEO1,PEO4,SKOV3IP1,SNU119,TOV-112D,TOV112DR,TYK-nu,TYKNUCP
Q07654,TFF3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P08842,STS,22.07385,NaN,NaN,26.4339,25.15973,NaN,23.36102,NaN,NaN,NaN,NaN,NaN,23.97441,NaN,24.2097,NaN,22.19493,NaN,27.67418,26.38136,23.98503,NaN,NaN,NaN,25.06349,21.62169,NaN,NaN,NaN,NaN
O95248;G5E933,SBF1,25.70633,26.3064,26.82019,NaN,25.8598,26.26214,24.95145,25.89823,24.97873,26.22472,25.23626,26.5507,25.53475,24.82158,24.03448,24.94584,23.98661,24.31659,26.00731,25.5764,24.87432,24.23213,25.66218,NaN,26.93843,25.93285,25.11629,25.9183,25.52163,24.11386
P49768;E7ES96;G3V3Z0;G3V499;G3V2G7,PSEN1,25.64383,25.76427,25.71516,26.68686,26.27485,26.37325,26.22293,26.26497,25.35887,25.54501,26.46448,25.39934,25.7342,25.71088,24.89194,25.36986,25.65289,25.48606,26.85591,26.3463,25.54203,24.94169,26.00697,25.4724,26.93865,26.26249,25.78858,25.55976,25.78636,24.53017
Q6P1R3;B4E1M0;E9PPE2,MSANTD2,NaN,25.20589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.88054,21.98833,22.68589,22.74228,NaN,NaN,22.26263,24.31219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.84,24.78786,23.18168,24.59616
Q5ST79;P46695,IER3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.24475
A1XBS5;A0A087WTS3;E5RHK0;F8W7P5;E5RGD0;H0YC32,FAM92A1,NaN,23.08099,NaN,23.79688,NaN,23.556,24.05043,23.08587,NaN,NaN,NaN,NaN,NaN,23.74888,21.93768,NaN,NaN,NaN,NaN,23.4148,25.8479,18.26966,NaN,24.30269,23.46451,NaN,23.64526,NaN,NaN,22.16582
O00115,DNASE2,27.71588,26.42244,25.98466,27.47127,27.77524,29.71083,27.74368,27.21104,26.06246,27.39051,27.83888,27.32672,27.33909,27.91428,26.47956,26.43879,27.39059,27.51518,26.25663,29.34782,27.06322,28.10614,28.40694,27.49785,26.96058,28.6702,28.70688,27.39207,27.328,26.61779
Q8TDM6,DLG5,27.65253,27.7055,23.0785,NaN,NaN,29.27673,23.25624,27.11634,25.35847,25.87483,25.56174,25.7326,25.40555,23.80361,25.23107,23.05068,25.54123,26.6224,25.97075,24.5948,26.19107,25.41864,26.025,25.08525,26.19888,24.85591,23.16499,25.26481,23.90408,25.08703
P51798;Q96RY8;H0Y2M6,CLCN7,26.12054,25.32667,28.14744,26.77316,26.60173,25.60365,25.43298,25.6394,26.10959,26.19073,25.61397,26.3657,26.72507,25.43695,25.46911,26.94447,25.25263,24.3161,27.2936,26.72923,24.85353,25.96724,26.54249,26.93618,26.20659,25.6702,25.21367,24.86401,25.99753,25.02013
Q9GZN1;F8W057;F8VP72;F8W043;F8W0Q1;F8VRL1,ACTR6,23.70049,23.15765,23.56535,24.111,24.40432,24.36412,NaN,24.03613,23.66636,22.83045,23.40354,23.6169,23.87042,23.38943,23.42829,22.99305,NaN,NaN,23.67562,NaN,23.48232,23.16564,24.25176,24.53819,23.72265,23.77584,NaN,22.89802,23.85702,24.27675
Q8N2H4;E7ETM6,SYS1,NaN,NaN,NaN,NaN,NaN,27.63374,23.89634,NaN,23.67329,22.90792,23.10117,NaN,NaN,NaN,25.17912,NaN,NaN,24.58233,22.50218,NaN,25.13507,24.71036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O75971;H3BQA0;H3BSI3,SNAPC5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.2094,NaN,23.41611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.47535,21.99339,NaN,NaN,NaN,NaN
P53794,SLC5A3,NaN,22.33118,NaN,26.56344,25.6435,26.03725,23.60229,24.06126,25.51114,23.46494,23.42188,24.03967,24.66199,22.68093,25.78159,22.87975,24.45218,25.67131,27.97766,25.26803,22.23512,NaN,NaN,24.43651,25.61071,24.92628,NaN,24.52552,23.92778,NaN
Q86XS8;E5RI87,RNF130,28.47286,23.64559,28.01951,22.39393,30.71317,26.12737,23.3938,29.04861,24.12739,18.34065,24.06833,27.08523,26.54023,NaN,NaN,22.9465,26.87925,24.99662,NaN,28.63312,26.95181,NaN,25.68851,24.95788,26.52807,22.9877,26.46379,26.3849,23.84048,21.01643
P23470;A0A087WWP7;A0A087X1P0,PTPRG,23.61576,24.84843,23.83444,NaN,23.30925,25.40087,25.30838,26.04758,24.88874,25.66679,25.22777,24.33306,23.46688,26.3824,26.3123,26.96752,23.31686,24.72099,NaN,24.68233,22.78766,27.4073,24.90076,26.41217,25.22428,28.20322,25.21638,24.84081,23.01392,26.29703
Q6DN90;A0A087WWK8,IQSEC1,NaN,25.8742,24.10328,26.099,26.79154,27.08672,25.44528,25.98958,25.27037,25.8839,26.49665,26.3586,26.18905,26.19398,26.70451,26.17421,26.44248,25.76271,25.8431,26.14474,25.69896,25.39725,27.13487,26.88507,25.10757,26.31436,26.2038,25.67331,NaN,24.84685
Q9UJ14,GGT7,NaN,NaN,23.58909,25.72247,23.59855,24.26649,23.76981,NaN,NaN,23.65829,22.87089,NaN,21.64865,NaN,21.92278,25.36823,23.52887,21.4893,23.05024,22.20027,NaN,27.69026,NaN,NaN,22.33713,22.65607,22.47132,24.6944,NaN,NaN
Q495W5,FUT11,NaN,NaN,NaN,24.91944,24.4494,NaN,23.61829,24.18782,NaN,23.51397,23.30168,25.17564,NaN,NaN,24.21907,23.50843,NaN,24.41632,NaN,NaN,24.46109,NaN,NaN,NaN,25.66955,NaN,25.49271,22.80118,NaN,NaN
Q96KS9,FAM167A,25.09696,NaN,NaN,NaN,NaN,28.70478,NaN,NaN,25.27512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.89818,NaN,NaN,NaN,NaN,NaN
P11308;B5MDW0;A8MX39;A8MZ24,ERG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.18332,NaN,NaN,NaN,24.57899,25.11909,NaN,NaN,NaN,NaN,NaN,NaN,23.77299,NaN,NaN,NaN,NaN,23.91867,NaN,NaN,NaN,NaN,NaN
P39060;H7BXV5,COL18A1,22.42558,22.80782,26.1756,22.8478,24.21349,27.69039,29.25449,28.2658,21.10106,28.42298,28.52466,26.07272,25.25249,25.07798,30.24649,29.84507,23.52073,30.51578,NaN,28.21484,27.3274,22.09684,25.68325,24.57888,28.86044,28.68999,27.81549,26.41361,23.45037,23.95677
Q9Y2T1;E7ES00,AXIN2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.47717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.88185,24.99908,NaN,NaN
P68366,TUBA4A,28.48658,30.82798,29.10704,25.22781,26.80119,28.72657,28.05409,30.11843,25.95416,30.98475,30.75557,29.57499,26.7103,29.02546,30.16459,31.35914,30.11173,30.42372,29.22115,28.35456,32.07051,25.13641,31.5612,28.91208,30.39765,23.82801,22.57792,22.97735,23.75537,22.1721
Q9UKU6,TRHDE,NaN,NaN,21.95018,24.5862,NaN,22.88383,NaN,23.98172,23.15888,20.73677,NaN,22.27282,22.82532,21.68325,NaN,22.78502,NaN,28.99135,NaN,27.304,23.89023,25.06381,NaN,NaN,21.64939,NaN,NaN,20.61754,NaN,NaN
Q13472,TOP3A,25.41625,26.65089,24.32368,25.96675,25.39342,25.28274,23.61257,25.32488,25.56058,25.644,24.9802,25.37948,24.52624,23.73583,24.0578,23.91165,NaN,25.34821,25.47636,NaN,NaN,25.07128,NaN,NaN,23.68368,25.09555,26.5698,25.72151,25.56709,25.52555
Q5BJD5;E9PJ42,TMEM41B,27.21956,26.85626,27.72904,27.86944,27.84134,29.30689,26.99118,25.61619,26.85507,27.95754,27.95432,26.4602,26.47119,27.02307,27.41135,26.8399,26.64127,28.09728,26.25874,27.34663,26.83219,27.85299,28.00554,27.17512,26.43318,27.29307,27.61386,26.69432,27.2992,26.32244
Q9NX00,TMEM160,NaN,23.95059,25.01336,25.09402,24.82755,24.98524,NaN,22.30064,NaN,24.92705,24.70356,NaN,24.39991,24.24648,24.17478,25.1859,NaN,24.04168,24.01903,24.34976,25.40048,24.22162,NaN,NaN,24.72468,23.68752,25.10717,NaN,25.39306,NaN
Q08170,SRSF4,29.30378,28.33471,29.21046,29.55347,28.42606,29.09192,27.76724,28.97156,27.81604,28.7432,29.21412,28.28921,29.19079,28.41925,27.40056,28.05004,27.09979,26.87947,26.67331,28.74535,28.65339,28.58391,26.18933,27.60173,29.54285,27.21762,28.1399,28.61768,28.61894,28.72202
Q2M3G4;A6NN40;C9JXU1,SHROOM1,NaN,NaN,NaN,NaN,24.91242,24.39735,NaN,24.18139,NaN,NaN,NaN,NaN,24.20344,NaN,25.90723,22.77426,22.12341,NaN,NaN,NaN,24.73758,NaN,NaN,NaN,25.44518,NaN,NaN,22.68103,24.0862,23.98475
P78314;D6RC64;D6RAB4;D6R995;D6RER9;D6RBL6,SH3BP2,NaN,23.92539,NaN,NaN,NaN,NaN,23.1447,24.35272,NaN,24.90118,22.93393,NaN,23.34394,NaN,24.54042,23.6782,NaN,NaN,NaN,NaN,24.8146,NaN,23.51959,25.72889,24.75369,NaN,NaN,22.48452,NaN,NaN
Q14563,SEMA3A,NaN,NaN,NaN,NaN,NaN,NaN,24.60298,NaN,24.37033,NaN,NaN,NaN,NaN,24.51298,23.37576,22.73602,NaN,23.91798,NaN,NaN,NaN,24.81568,NaN,NaN,NaN,23.44304,24.51947,NaN,NaN,NaN
P20132,SDS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.50267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9NVN3;B7WPL0,RIC8B,NaN,25.0203,27.04416,25.60987,24.78247,27.18404,24.54887,25.81199,24.36125,26.35597,26.11515,25.70506,25.99406,26.26374,25.98048,25.29281,25.01044,24.7334,24.98042,26.17142,25.74332,25.98971,23.96553,25.87025,26.44525,NaN,24.97819,25.8707,25.45001,25.33744
P15151,PVR,27.42526,25.78207,26.56076,28.68164,28.34291,27.33782,28.48857,26.26275,27.22131,29.05662,28.32212,28.79984,28.27182,27.69332,27.7726,27.81158,27.81268,26.94916,28.54705,29.48798,28.3157,25.63306,28.43344,27.05941,28.4488,27.1866,24.57681,26.10877,29.33637,28.71823
P51956;A0A087WY58,NEK3,NaN,22.68128,23.68089,24.08727,23.00153,21.45893,22.82085,23.93625,NaN,24.89903,25.13813,NaN,24.18946,NaN,23.33277,NaN,NaN,NaN,NaN,24.19509,NaN,NaN,22.96057,NaN,22.84734,NaN,24.54101,23.58061,25.76139,25.90256
O43513;E5RIE8,MED7,NaN,NaN,NaN,NaN,NaN,25.46177,23.29348,NaN,24.26899,NaN,NaN,NaN,NaN,24.38159,23.40963,NaN,NaN,24.4821,NaN,NaN,NaN,23.53872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.19084
Q6ICG6;B0QY16;B0QY18;B0QY20,KIAA0930,25.18223,24.23405,NaN,NaN,23.52588,22.99073,NaN,25.21878,22.60251,23.95403,24.27803,23.84613,23.66123,NaN,NaN,NaN,NaN,NaN,NaN,23.1832,NaN,NaN,23.55309,NaN,24.8906,NaN,NaN,22.99205,23.80061,23.52337
Q9BT40;C9JZB0,INPP5K,22.51094,24.81763,24.92452,22.86054,NaN,NaN,22.41382,23.43695,23.8297,24.61246,23.3652,23.88809,22.88124,24.57808,23.11602,23.51159,23.69837,24.18518,24.2068,23.30899,24.22066,23.20607,22.67155,NaN,NaN,24.05018,24.20844,23.2441,24.05126,NaN
Q86VQ1,GLCCI1,NaN,22.31122,NaN,NaN,NaN,22.74971,25.06792,NaN,NaN,23.79541,24.07186,23.6193,22.87849,NaN,21.25991,22.00879,NaN,21.57813,24.29474,24.47327,NaN,21.80471,NaN,NaN,23.67605,NaN,NaN,23.92714,NaN,NaN
Q5VWN6,FAM208B,25.87321,24.84613,24.46563,26.34426,26.45056,26.26937,25.82573,24.77957,25.86566,25.25918,26.2283,25.30153,25.9664,26.15704,25.63636,25.60303,24.7756,25.80993,25.39839,25.3081,25.23422,25.96904,25.39748,24.7962,25.41606,26.14528,26.84506,25.25961,25.84761,26.34316
Q6P4H8,FAM173B,26.64389,27.2283,26.51289,NaN,25.03125,26.74346,NaN,25.20049,26.6441,25.81731,26.06632,25.6972,26.1467,26.5634,25.13448,25.23279,NaN,25.94454,26.65897,25.67933,26.72273,NaN,26.76053,NaN,25.67807,25.36333,26.903,23.85776,26.68913,NaN
Q9BSW2,EFCAB4B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.37741,25.09442,23.57928,NaN,23.23475,23.99852,NaN,NaN,NaN,NaN,23.32449,NaN,NaN,NaN,NaN,23.11691,NaN,NaN,NaN,23.86231,23.76081,23.74232,24.32615
Q08477;A0A087WUF0,CYP4F3,NaN,23.72671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.04984,NaN,NaN,26.40798,NaN,24.06324,NaN,NaN,NaN,NaN
Q02388,COL7A1,NaN,NaN,NaN,NaN,23.0163,20.69826,26.05594,21.63063,NaN,NaN,NaN,24.61455,22.30318,NaN,25.50385,NaN,NaN,23.74934,23.47678,23.01955,NaN,24.58113,NaN,24.26915,23.84957,22.93658,NaN,NaN,22.1592,22.33355
Q5PSV4;H0YHD0,BRMS1L,24.79618,25.86242,24.38377,24.74749,24.85714,24.75027,24.34624,23.60998,24.26313,25.31693,23.51138,24.04726,23.49082,24.37604,24.31672,24.37494,NaN,24.42073,24.88818,24.57271,NaN,24.15383,NaN,24.91045,24.50506,24.23666,25.32711,25.277,23.72224,25.5335
Q969M3,YIPF5,25.96162,26.24828,28.0875,26.36383,26.12715,27.74336,27.24055,26.68311,26.98794,25.86041,25.97598,27.42958,27.3692,27.43547,26.91764,26.15962,26.64526,26.74343,26.91365,26.63159,27.16269,27.35943,27.23544,26.83846,25.93333,25.93787,26.07504,26.88402,26.47029,26.48539
Q5SNT2;H0Y4R5,TMEM201,26.01999,26.35107,26.65622,26.86006,26.83352,26.08241,26.44776,25.66357,25.58322,26.20853,26.68686,24.45444,26.63173,25.83181,26.43702,26.64471,25.30177,26.61541,25.95826,25.79305,25.4518,26.36918,26.90185,26.2226,26.71319,25.79298,24.8006,25.36756,25.79226,26.7893
P10124,SRGN,NaN,NaN,NaN,NaN,NaN,25.75863,NaN,NaN,24.09063,NaN,NaN,NaN,24.64427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.63112
Q8N0Z3,SPICE1,24.92204,25.58821,NaN,NaN,NaN,25.87293,25.03196,26.88134,25.81235,NaN,26.22462,24.19798,24.51933,24.98104,24.38482,25.90325,25.21713,25.71243,25.48259,25.03796,24.94355,25.81692,NaN,26.36698,24.501,24.93953,24.36736,25.69243,25.56161,24.45499
Q8IXU6;E9PJD1,SLC35F2,26.56259,25.38354,26.08107,27.10199,26.83062,25.70757,25.94902,26.29863,25.95056,26.23354,26.23606,26.18146,26.14449,24.45526,26.51937,26.17518,25.69089,24.58623,25.7988,27.03517,24.6294,24.95145,25.65926,25.40681,27.00024,27.31017,26.18247,26.17251,26.81849,27.75748
Q15475,SIX1,NaN,24.6485,23.02378,NaN,29.06199,24.93472,25.78124,22.19183,21.74744,20.43182,20.89658,24.97227,25.72304,24.18026,23.20699,25.17627,23.74305,24.05911,NaN,21.19448,22.20852,23.46538,22.66588,20.77493,25.26388,24.31058,23.24026,24.01954,24.16741,NaN
Q684P5,RAP1GAP2,22.36167,22.23634,23.17338,NaN,NaN,25.00667,23.507,NaN,NaN,23.04893,NaN,NaN,NaN,NaN,23.24823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.01858,NaN,NaN,NaN,NaN,NaN,NaN,21.3058
Q96I34,PPP1R16A,NaN,NaN,NaN,NaN,23.98536,24.60262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.19845,NaN,24.77505,NaN,NaN,NaN,23.58578,NaN,23.7685,NaN,24.46325,NaN,25.61656,NaN,24.38267,24.25459,23.86127
Q8N2W9,PIAS4,24.94731,25.29768,NaN,24.84095,25.41086,22.82075,24.33361,25.04318,24.60051,24.5316,24.8633,25.91543,25.37279,NaN,24.42662,25.58245,NaN,24.70123,24.99796,24.54975,24.26713,24.55054,25.48253,25.29052,25.24147,NaN,NaN,24.82987,24.5131,25.17333
Q6UWS5,PET117,NaN,24.30612,NaN,22.5349,NaN,NaN,23.44291,NaN,NaN,NaN,NaN,NaN,NaN,22.98186,23.55988,NaN,24.45512,23.01613,24.50609,21.76519,NaN,NaN,NaN,NaN,22.4845,23.61549,24.40853,NaN,NaN,NaN
P09619,PDGFRB,28.59078,26.98272,28.28251,29.41973,28.599,30.42242,29.34007,28.55494,28.73596,24.93701,23.04382,28.24404,29.05168,26.5456,29.11013,27.92411,27.99766,29.20177,27.02168,27.94994,29.8463,30.41216,29.24102,28.88579,27.94576,28.29321,28.34244,28.67017,29.11838,29.63442
Q86TA1,MOB3B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.14188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.32677,NaN,NaN,NaN,NaN,NaN,23.93283,NaN,NaN,NaN,NaN
Q13021,MALL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.20721,NaN,NaN,24.8974,NaN,NaN,NaN,NaN
Q3MIP1,ITPRIPL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.77615,NaN,NaN,NaN,NaN,NaN,NaN,22.80789,NaN,NaN,NaN,24.01036,25.51307,NaN,NaN,23.82124,NaN,22.87231,NaN,NaN,NaN,NaN,NaN
Q9HBG6,IFT122,23.31856,23.64834,23.45287,24.42605,23.79273,24.55514,22.577,22.46683,NaN,NaN,NaN,23.75511,24.0739,24.12368,22.96461,24.67718,24.51364,26.11787,25.07643,23.09782,24.92814,23.15985,NaN,23.74807,22.89693,27.00779,23.32248,24.34983,22.2878,24.02597
Q9NZJ0;F5GZ90,DTL,27.33469,26.13567,24.95225,25.29646,25.3238,26.41443,24.97154,24.56663,25.94309,25.03942,25.87778,25.43498,26.20193,26.24225,25.23444,25.17646,24.66801,24.09442,24.69698,25.63148,24.65716,25.37142,24.69896,25.71408,26.08044,25.94482,25.28055,25.46871,25.30904,NaN
F5GXB9;F5H2T3;F8WDQ6;F5H3R3;P60006;F5H6E4;G5EA39,ANAPC15,23.74236,23.67379,NaN,23.75256,NaN,22.5129,NaN,23.43842,22.86727,NaN,NaN,21.65414,23.4496,21.90393,NaN,NaN,NaN,22.57819,23.27213,23.56808,22.51058,NaN,NaN,NaN,23.05796,NaN,23.11156,NaN,NaN,24.46852
P10696;A0A087X0P5,ALPPL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.09352,NaN,NaN,NaN,NaN,NaN,NaN,24.56926,NaN,NaN,NaN,NaN
Q6ZNB7,AGMO,25.28104,24.51923,NaN,NaN,NaN,22.72039,NaN,NaN,NaN,24.26593,23.90709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.41467,26.7893,NaN
Q96DA0;I3L1H9;I3L3X0,ZG16B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F5H265;P0CG47;J3QS39;F5H6Q2;F5GYU3;F5H2Z3;B4DV12;F5H388;F5H747;F5GXK7;J3QKN0;Q5PY61;Q96C32;P0CG48,UBC;UBB,23.75206,24.30327,25.44022,24.14998,24.77565,24.65015,23.4405,24.14515,21.62716,24.43555,24.39983,25.37059,23.50857,23.04867,23.40873,24.07186,23.60033,NaN,23.94753,24.40269,22.50058,22.50567,24.0147,23.25426,23.85709,25.58947,25.02217,24.75374,25.06788,22.90041
D6RHZ7,RAP1GDS1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P54646;A0A087WXX9,PRKAA2,NaN,NaN,NaN,NaN,NaN,25.77123,24.80228,NaN,24.48597,23.94699,24.21356,24.27352,NaN,24.8839,23.51299,NaN,NaN,24.05594,24.70467,25.50885,NaN,NaN,NaN,NaN,24.78222,NaN,24.4845,NaN,NaN,NaN
Q969H6,POP5,23.54651,22.72972,NaN,NaN,23.20742,NaN,23.89911,NaN,24.24808,23.06501,22.92606,24.16957,23.77207,23.96772,23.83528,23.68388,NaN,23.5341,23.00604,22.41389,22.68198,23.34652,23.52625,NaN,22.26894,23.01992,NaN,22.92504,NaN,24.28171
Q8ND90,PNMA1,NaN,NaN,24.16668,NaN,23.48191,23.79461,23.2863,NaN,NaN,NaN,NaN,NaN,22.59251,NaN,NaN,22.90915,NaN,NaN,23.83846,23.01564,NaN,23.04338,NaN,23.87428,23.62845,25.29203,23.84023,23.02449,NaN,23.86663
B4DFW0;P57077,MAP3K7CL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.4432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N653,LZTR1,24.11108,24.27838,23.38232,24.75068,24.963,24.85773,23.87004,23.67336,24.16584,24.44664,24.05134,24.80356,23.94557,23.56337,23.44708,NaN,24.06824,23.83971,25.4891,23.99972,22.94186,NaN,25.01159,24.85921,24.38344,25.9769,23.80085,24.45814,23.61054,24.83942
Q6NSJ0,KIAA1161,28.38001,28.09099,30.39683,24.29362,NaN,25.71083,25.68715,NaN,NaN,27.49618,25.71272,NaN,NaN,NaN,25.81002,26.22854,25.95932,NaN,NaN,NaN,26.39074,NaN,26.08165,25.13644,24.74335,25.11283,NaN,NaN,23.46026,26.19978
P27930;C9JNR0,IL1R2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.77602,NaN,NaN,NaN,26.45334,23.12868,NaN,NaN
P01877,IGHA2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9UKD1;Q5JTV1,GMEB2,25.59121,24.00316,NaN,24.68309,25.33743,25.37279,24.79005,25.30274,26.08369,24.38516,NaN,25.10562,24.67514,25.63243,25.59653,26.07498,25.71246,25.28507,23.45826,27.28652,25.37782,23.59628,26.80599,26.6659,24.5498,NaN,24.79253,24.83446,25.24136,25.87951
P16452;F5H563;H3BTE6,EPB42,NaN,NaN,NaN,NaN,21.93864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.35267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9Y3B6;H0YNH6,EMC9,23.24883,NaN,23.3291,24.23875,NaN,25.5679,23.09165,22.76339,NaN,23.06692,22.74454,NaN,23.59798,22.82338,22.85707,23.76871,23.84009,23.18841,25.05698,23.93481,25.46762,23.68859,24.47346,25.35904,23.08438,24.42816,NaN,23.66936,22.49933,22.10359
Q96G01;A8MVZ6,BICD1,NaN,NaN,24.05507,23.47332,26.20189,NaN,NaN,23.99559,25.63395,24.63605,24.7637,24.31236,25.02977,23.26905,23.09429,25.32299,22.92881,23.39126,24.37555,24.56209,23.30265,23.66752,23.98587,NaN,27.39395,22.02116,23.92234,23.82571,NaN,NaN
Q5TH69,ARFGEF3,25.0242,24.10045,22.84892,NaN,23.17129,23.72993,23.96772,26.94414,21.96173,28.63589,28.73821,NaN,NaN,22.38098,NaN,23.17269,24.55877,23.07699,22.51258,25.7884,25.20352,20.70325,27.16135,23.91433,24.60399,25.13018,22.63836,26.25977,21.37072,24.29873
K7EKZ2,,27.61534,23.82328,20.99758,NaN,NaN,NaN,27.12149,26.98142,27.87526,28.11481,24.13719,23.63641,25.40031,28.05352,27.22104,25.83451,NaN,28.56709,23.14448,28.71404,27.87144,28.41993,NaN,27.92965,28.35561,25.28242,24.17341,NaN,26.70174,25.89171
Q7Z4K8;A0A087WUH1;F5GYK0;Q5VT61,TRIM46,NaN,25.25263,22.92513,24.31783,24.00373,25.79141,NaN,23.48481,24.56676,25.39349,25.24732,25.01589,25.82595,NaN,NaN,24.72323,NaN,NaN,NaN,24.66562,25.5969,NaN,25.67963,25.45796,24.89846,NaN,25.22336,26.06406,25.65652,24.9875
Q9NWH2;Q5T2S1,TMEM242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.69715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.78435,NaN,NaN,NaN,NaN,NaN
Q15032;H7C207,R3HDM1,26.98294,23.61268,27.32869,24.22486,25.64738,24.60298,22.28034,25.9347,23.08169,26.53309,26.75685,26.86797,25.77776,22.31033,24.50051,23.52946,24.50931,22.59682,28.12957,27.76629,22.80556,23.21377,24.76991,23.33821,25.27391,27.97809,25.90093,26.66411,26.23323,23.87646
Q9NQS3,PVRL3,NaN,NaN,23.7318,NaN,NaN,23.66971,24.17356,23.87324,23.81612,24.74576,24.54023,NaN,24.32752,NaN,NaN,23.53638,NaN,25.31817,23.75517,24.44551,23.77826,NaN,NaN,NaN,24.20068,22.6633,NaN,23.4535,NaN,NaN
Q8TB72,PUM2,25.53511,24.00873,24.38034,24.35924,26.28249,24.87872,24.58995,25.08359,25.30765,25.39382,24.58296,25.8642,24.73112,24.53552,24.74145,24.62143,25.95189,25.21827,26.01582,24.13601,24.94793,25.93924,26.72273,26.07584,23.90885,26.0209,25.25936,25.84379,25.35064,24.8966
P30414;A0A087WYW3,NKTR,25.3582,25.05445,25.2557,26.51277,26.50262,27.35917,25.38034,25.73807,25.93287,26.1817,24.85823,28.13536,27.87678,24.78551,25.72177,24.39748,24.33858,24.23316,25.41719,25.65802,24.97049,25.3659,24.88334,27.12898,24.81548,25.34608,26.12358,25.95231,24.95925,26.49592
