source	target	is_directed	is_stimulation	is_inhibition	V4	V5
P60484	P31751	1	0	0	PTEN	AKT2
P60484	Q13480	1	0	0	PTEN	GAB1
Q05513	P60484	1	0	0	PRKCZ	PTEN
O14745	P60484	0	0	0	SLC9A3R1	PTEN
P60484	P29353	1	0	0	PTEN	SHC1
P60484	Q05397	1	0	0	PTEN	PTK2
P60484	P62979	0	0	0	PTEN	RPS27A
P30260	P60484	0	0	0	CDC27	PTEN
P60484	P09619	1	0	0	PTEN	PDGFRB
P60484	Q06609	1	0	0	PTEN	RAD51
P60484	Q12959	0	0	0	PTEN	DLG1
P60484	P42229	1	0	1	PTEN	STAT5A
Q8NEB9	P60484	1	1	0	PIK3C3	PTEN
P60484	Q5TCQ9	0	0	0	PTEN	MAGI3
Q6P0Q8	P60484	1	1	0	MAST2	PTEN
P07948	P60484	1	0	0	LYN	PTEN
P68400	P60484	1	1	1	CSNK2A1	PTEN
P60484	Q86UL8	0	0	0	PTEN	MAGI2
P60484	Q01094	1	1	0	PTEN	E2F1
P60484	Q15599	0	0	0	PTEN	SLC9A3R2
Q03135	P60484	1	1	0	CAV1	PTEN
Q13315	P60484	1	0	0	ATM	PTEN
Q93009	P60484	1	0	0	USP7	PTEN
P60484	P35813	1	1	0	PTEN	PPM1A
P42685	P60484	1	0	0	FRK	PTEN
P60484	Q9H1D0	1	0	0	PTEN	TRPV6
P60484	Q9Y243	1	1	0	PTEN	AKT3
P21802	P60484	1	0	0	FGFR2	PTEN
P60484	Q96QZ7	0	0	0	PTEN	MAGI1
Q9H4B4	P60484	1	1	0	PLK3	PTEN
P19784	P60484	1	0	0	CSNK2A2	PTEN
O95863	P60484	1	0	1	SNAI1	PTEN
O75116	P60484	1	0	0	ROCK2	PTEN
Q9BWU1	P60484	1	0	0	CDK19	PTEN
P22607	P60484	1	0	0	FGFR3	PTEN
Q70Z35	P60484	1	0	1	PREX2	PTEN
Q9Y2H9	P60484	1	0	1	MAST1	PTEN
O60307	P60484	1	1	0	MAST3	PTEN
P60484	Q19T08	0	0	0	PTEN	ECSCR
O15111	Q86VP1	1	1	0	CHUK	TAX1BP1
Q86VP1	Q9Y4K3	0	0	0	TAX1BP1	TRAF6
Q86VP1	Q13546	1	0	0	TAX1BP1	RIPK1
Q86VP1	Q96J02	0	0	0	TAX1BP1	ITCH
Q86VP1	P21580	1	1	0	TAX1BP1	TNFAIP3
Q13137	Q86VP1	0	0	0	CALCOCO2	TAX1BP1
Q86VP1	Q9Y3M8	0	0	0	TAX1BP1	STARD13
P11802	Q13761	1	0	1	CDK4	RUNX3
P84022	Q13761	0	0	0	SMAD3	RUNX3
Q13761	P46531	1	0	1	RUNX3	NOTCH1
Q09472	Q13761	1	0	0	EP300	RUNX3
P35222	Q13761	0	0	0	CTNNB1	RUNX3
P12931	Q13761	0	0	0	SRC	RUNX3
Q13485	Q13761	0	0	0	SMAD4	RUNX3
P06241	Q13761	0	0	0	FYN	RUNX3
P06239	Q13761	0	0	0	LCK	RUNX3
O43524	Q13761	1	0	0	FOXO3	RUNX3
Q13761	Q9NQB0	0	0	0	RUNX3	TCF7L2
Q13761	P01730	1	1	0	RUNX3	CD4
P25440	Q13761	0	0	0	BRD2	RUNX3
P11309	Q13761	1	0	0	PIM1	RUNX3
P01215	P01215	0	0	0	CGA	CGA
P01215	P23945	0	0	0	CGA	FSHR
P01100	P01215	1	1	0	FOS	CGA
P01215	P01222	0	0	0	CGA	TSHB
P01215	P01225	0	0	0	CGA	FSHB
P49841	P01215	1	0	0	GSK3B	CGA
P18847	P01215	1	1	0	ATF3	CGA
P05412	P01215	1	1	0	JUN	CGA
P01215	P01233	0	0	0	CGA	CGB
P06400	P06400	0	0	0	RB1	RB1
Q96EB6	P06400	1	0	0	SIRT1	RB1
P06400	P20248	0	0	0	RB1	CCNA2
P11802	P06400	1	0	1	CDK4	RB1
Q00987	P06400	1	0	0	MDM2	RB1
P06400	P24385	0	0	0	RB1	CCND1
P62136	P06400	1	1	0	PPP1CA	RB1
P06400	Q02548	0	0	0	RB1	PAX5
P67775	P06400	1	1	0	PPP2CA	RB1
P24941	P06400	1	0	1	CDK2	RB1
P06400	Q02363	0	0	0	RB1	ID2
B7Z3D6	P06400	0	0	0	NA	RB1
Q09472	P06400	1	0	0	EP300	RB1
Q14186	P06400	1	0	0	TFDP1	RB1
P06400	Q14188	0	0	0	RB1	TFDP2
P06400	P10275	0	0	0	RB1	AR
P04637	P06400	1	1	0	TP53	RB1
P06241	P06400	1	0	0	FYN	RB1
Q92793	P06400	1	0	0	CREBBP	RB1
P06400	Q99683	0	0	0	RB1	MAP3K5
P06400	P25490	1	0	1	RB1	YY1
P25490	P06400	1	0	0	YY1	RB1
P38398	P06400	1	0	0	BRCA1	RB1
P06400	Q14686	0	0	0	RB1	NCOA6
P38936	P06400	1	0	1	CDKN1A	RB1
Q13363	P06400	1	0	0	CTBP1	RB1
Q13547	P06400	1	0	0	HDAC1	RB1
P50750	P06400	1	0	0	CDK9	RB1
P06400	Q16576	0	0	0	RB1	RBBP7
P36873	P06400	1	0	0	PPP1CC	RB1
P06400	P51532	0	0	0	RB1	SMARCA4
P06400	P17947	0	0	0	RB1	SPI1
P06400	P15336	1	0	0	RB1	ATF2
P30279	P06400	1	0	0	CCND2	RB1
P50613	P06400	1	0	0	CDK7	RB1
P06400	Q16254	0	0	0	RB1	E2F4
P06400	P15172	1	1	0	RB1	MYOD1
Q16539	P06400	1	0	1	MAPK14	RB1
P00519	P06400	1	0	0	ABL1	RB1
P06400	P00519	1	1	1	RB1	ABL1
P06400	P17676	0	0	0	RB1	CEBPB
P42574	P06400	1	0	1	CASP3	RB1
P06400	Q14209	1	0	1	RB1	E2F2
O96017	P06400	1	1	0	CHEK2	RB1
P17612	P06400	1	0	0	PRKACA	RB1
P06400	Q01094	1	0	1	RB1	E2F1
Q01094	P06400	1	0	0	E2F1	RB1
P06400	P17542	0	0	0	RB1	TAL1
P06400	P45973	0	0	0	RB1	CBX5
P06400	Q16665	1	1	0	RB1	HIF1A
Q16665	P06400	1	0	0	HIF1A	RB1
O00716	P06400	1	0	0	E2F3	RB1
P06400	O00716	1	0	1	RB1	E2F3
P06400	P21675	1	0	0	RB1	TAF1
P06400	P35251	0	0	0	RB1	RFC1
Q13131	P06400	1	0	1	PRKAA1	RB1
O14757	P06400	1	1	0	CHEK1	RB1
P06400	P17480	0	0	0	RB1	UBTF
P06400	Q14653	0	0	0	RB1	IRF3
P06493	P06400	1	0	1	CDK1	RB1
P06400	P39880	0	0	0	RB1	CUX1
O14497	P06400	1	0	0	ARID1A	RB1
P06400	Q08050	0	0	0	RB1	FOXM1
P06400	O43463	1	0	0	RB1	SUV39H1
P06400	P35232	0	0	0	RB1	PHB
Q14004	P06400	1	0	0	CDK13	RB1
P06400	P06748	0	0	0	RB1	NPM1
Q99708	P06400	1	0	0	RBBP8	RB1
P06400	P43686	0	0	0	RB1	PSMC4
Q96GD4	P06400	1	1	0	AURKB	RB1
O75150	P06400	0	0	0	RNF40	RB1
P06400	P15976	0	0	0	RB1	GATA1
P62140	P06400	1	0	0	PPP1CB	RB1
P06400	P32519	0	0	0	RB1	ELF1
O15194	P06400	1	0	0	CTDSPL	RB1
Q00537	P06400	1	0	0	CDK17	RB1
Q00536	P06400	1	0	0	CDK16	RB1
Q9BWU1	P06400	1	0	0	CDK19	RB1
Q00526	P06400	1	0	1	CDK3	RB1
Q8IZL9	P06400	1	0	0	CDK20	RB1
Q9NYV4	P06400	1	0	0	CDK12	RB1
P06400	Q12931	0	0	0	RB1	TRAP1
O15550	P06400	1	1	0	KDM6A	RB1
P06400	P29375	0	0	0	RB1	KDM5A
P06400	P51531	0	0	0	RB1	SMARCA2
P06400	Q13029	0	0	0	RB1	PRDM2
P06400	P29374	0	0	0	RB1	ARID4A
P06400	Q9Y6B2	0	0	0	RB1	EID1
O75884	P06400	0	0	0	RBBP9	RB1
P06400	Q13107	0	0	0	RB1	USP4
P06400	P49716	0	0	0	RB1	CEBPD
P06400	Q15643	1	0	1	RB1	TRIP11
P06400	Q9Y676	0	0	0	RB1	MRPS18B
P06400	Q00577	0	0	0	RB1	PURA
P06400	Q92994	0	0	0	RB1	BRF1
P06400	Q8WUA4	0	0	0	RB1	GTF3C2
P06400	Q9BV86	0	0	0	RB1	NTMT1
Q86XI6	P06400	1	0	0	PPP1R3B	RB1
Q07002	P06400	1	0	0	CDK18	RB1
Q15131	P06400	1	0	0	CDK10	RB1
P35568	P35568	0	0	0	IRS1	IRS1
P35568	Q9NRF2	0	0	0	IRS1	SH2B1
O14512	P35568	0	0	0	SOCS7	IRS1
P35568	Q04759	1	1	0	IRS1	PRKCQ
Q04759	P35568	1	0	0	PRKCQ	IRS1
P23458	P35568	1	1	0	JAK1	IRS1
P35568	P23458	1	1	0	IRS1	JAK1
Q02750	P35568	1	0	1	MAP2K1	IRS1
P35568	P52333	1	1	0	IRS1	JAK3
P35568	P04626	1	1	0	IRS1	ERBB2
O15111	P35568	1	0	0	CHUK	IRS1
P35568	O15111	1	1	0	IRS1	CHUK
P27361	P35568	1	0	1	MAPK3	IRS1
P35568	P84022	0	0	0	IRS1	SMAD3
P08069	P35568	1	1	0	IGF1R	IRS1
P35568	P08069	1	1	0	IRS1	IGF1R
P05129	P35568	1	0	0	PRKCG	IRS1
P35568	P16333	1	1	0	IRS1	NCK1
P35568	Q13526	0	0	0	IRS1	PIN1
P35568	P62993	1	1	0	IRS1	GRB2
P35568	P48736	1	1	0	IRS1	PIK3CG
O14543	P35568	1	0	1	SOCS3	IRS1
P35568	P48357	0	0	0	IRS1	LEPR
Q9UHD2	P35568	1	0	0	TBK1	IRS1
P35568	Q13464	1	1	0	IRS1	ROCK1
P35568	P63104	0	0	0	IRS1	YWHAZ
P35568	P29597	1	1	0	IRS1	TYK2
P00533	P35568	0	0	0	EGFR	IRS1
P35568	O60674	1	1	0	IRS1	JAK2
P35568	Q14432	0	0	0	IRS1	PDE3A
P23443	P35568	1	0	1	RPS6KB1	IRS1
P12931	P35568	1	0	0	SRC	IRS1
P35568	P12931	1	0	0	IRS1	SRC
P35568	P06241	1	1	0	IRS1	FYN
P35568	O15530	1	1	0	IRS1	PDPK1
P35568	Q13588	1	1	0	IRS1	GRAP
Q14164	P35568	1	0	0	IKBKE	IRS1
Q15418	P35568	1	0	1	RPS6KA1	IRS1
P28482	P35568	1	0	1	MAPK1	IRS1
P35568	P28482	1	1	0	IRS1	MAPK1
P35568	O14654	1	1	0	IRS1	IRS4
P35568	Q06124	1	1	0	IRS1	PTPN11
Q06124	P35568	1	0	1	PTPN11	IRS1
Q05655	P35568	1	0	1	PRKCD	IRS1
O14920	P35568	1	0	0	IKBKB	IRS1
P35568	P45983	1	1	0	IRS1	MAPK8
P45983	P35568	1	0	1	MAPK8	IRS1
P35568	P42338	1	1	0	IRS1	PIK3CB
P35568	P42336	1	1	0	IRS1	PIK3CA
P42336	P35568	1	0	1	PIK3CA	IRS1
P35568	Q05513	1	1	0	IRS1	PRKCZ
Q05513	P35568	1	0	1	PRKCZ	IRS1
P35568	P42345	1	1	0	IRS1	MTOR
P42345	P35568	1	0	1	MTOR	IRS1
P35568	P29353	1	1	0	IRS1	SHC1
P35568	Q07889	0	0	0	IRS1	SOS1
O00459	P35568	0	0	0	PIK3R2	IRS1
P57059	P35568	1	0	0	SIK1	IRS1
P17252	P35568	1	1	1	PRKCA	IRS1
B2RBY1	P35568	0	0	0	NA	IRS1
P35568	P62258	0	0	0	IRS1	YWHAE
P35568	Q05397	1	1	0	IRS1	PTK2
Q05397	P35568	1	0	0	PTK2	IRS1
P06213	P35568	1	1	0	INSR	IRS1
P35568	P06213	1	1	0	IRS1	INSR
P09619	P35568	1	0	0	PDGFRB	IRS1
Q12923	P35568	1	0	0	PTPN13	IRS1
P29376	P35568	1	1	0	LTK	IRS1
P53350	P35568	1	0	1	PLK1	IRS1
Q04917	P35568	1	0	1	YWHAH	IRS1
P04629	P35568	1	1	0	NTRK1	IRS1
P35568	P04629	1	1	0	IRS1	NTRK1
P35568	P68400	1	1	0	IRS1	CSNK2A1
P68400	P35568	1	0	0	CSNK2A1	IRS1
P35568	P11274	1	1	0	IRS1	BCR
P24394	P35568	1	1	0	IL4R	IRS1
Q16620	P35568	1	1	0	NTRK2	IRS1
P67870	P35568	1	0	0	CSNK2B	IRS1
P02751	P35568	1	0	0	FN1	IRS1
Q9H0K1	P35568	1	1	0	SIK2	IRS1
P35568	P45984	1	1	0	IRS1	MAPK9
P45984	P35568	1	1	1	MAPK9	IRS1
P06748	P35568	0	0	0	NPM1	IRS1
P35568	Q99418	0	0	0	IRS1	CYTH2
P19784	P35568	1	0	0	CSNK2A2	IRS1
P09455	P35568	1	0	0	RBP1	IRS1
P10586	P35568	1	1	0	PTPRF	IRS1
P35568	P10586	1	1	0	IRS1	PTPRF
P54646	P35568	1	0	0	PRKAA2	IRS1
P35568	Q9UM73	1	1	0	IRS1	ALK
Q13535	P35568	1	0	0	ATR	IRS1
O43739	P35568	0	0	0	CYTH3	IRS1
O60684	P46531	1	1	0	KPNA6	NOTCH1
O60684	Q13309	0	0	0	KPNA6	SKP2
O60684	Q01201	0	0	0	KPNA6	RELB
O60684	P42224	0	0	0	KPNA6	STAT1
P41743	Q04759	0	0	0	PRKCI	PRKCQ
P41743	Q00987	1	0	0	PRKCI	MDM2
P41743	P60953	0	0	0	PRKCI	CDC42
P41743	Q13546	0	0	0	PRKCI	RIPK1
P41743	Q13163	0	0	0	PRKCI	MAP2K5
P67775	P41743	1	0	0	PPP2CA	PRKCI
P63104	P41743	1	1	0	YWHAZ	PRKCI
P12931	P41743	1	1	0	SRC	PRKCI
O15530	P41743	0	0	0	PDPK1	PRKCI
P41743	P49757	1	0	1	PRKCI	NUMB
Q8WU20	P41743	1	1	0	FRS2	PRKCI
P41743	P19338	1	0	0	PRKCI	NCL
Q13501	P41743	1	1	0	SQSTM1	PRKCI
P41743	Q969H0	1	0	0	PRKCI	FBXW7
P41743	P27448	1	0	0	PRKCI	MARK3
P41743	Q9H8V3	1	1	0	PRKCI	ECT2
P41743	Q04917	0	0	0	PRKCI	YWHAH
P41743	P10636	1	0	0	PRKCI	MAPT
P41743	Q7KZI7	1	0	0	PRKCI	MARK2
P41743	P55196	1	0	0	PRKCI	MLLT4
P41743	P15311	1	1	0	PRKCI	EZR
P62714	P41743	1	0	0	PPP2CB	PRKCI
P41743	P15927	1	0	0	PRKCI	RPA2
P41743	P04083	1	0	0	PRKCI	ANXA1
P41743	Q9BYG4	0	0	0	PRKCI	PARD6G
P41743	Q13330	1	0	0	PRKCI	MTA1
P41743	Q9BYG5	0	0	0	PRKCI	PARD6B
P41743	Q9UBS0	1	0	0	PRKCI	RPS6KB2
P41743	Q6P1M3	0	0	0	PRKCI	LLGL2
P14151	P41743	0	0	0	SELL	PRKCI
P41743	Q15334	0	0	0	PRKCI	LLGL1
P41743	Q9NYB9	1	0	0	PRKCI	ABI2
P51451	P51451	0	0	0	BLK	BLK
P51451	P31994	1	0	0	BLK	FCGR2B
P04626	P51451	0	0	0	ERBB2	BLK
P51451	P37840	1	0	0	BLK	SNCA
P51451	P40763	1	0	0	BLK	STAT3
Q02548	P51451	1	1	0	PAX5	BLK
P00533	P51451	0	0	0	EGFR	BLK
P41240	P51451	1	0	0	CSK	BLK
P51451	P13349	1	0	0	BLK	MYF5
P11912	P51451	0	0	0	CD79A	BLK
Q13239	P51451	1	0	0	SLA	BLK
P51451	P56945	1	0	0	BLK	BCAR1
P51451	P22681	1	0	0	BLK	CBL
P51451	P13688	1	0	0	BLK	CEACAM1
P51451	P52735	1	0	0	BLK	VAV2
P51451	Q05655	1	0	0	BLK	PRKCD
P51451	P49023	1	0	0	BLK	PXN
Q01196	P51451	1	1	0	RUNX1	BLK
P51451	Q16539	1	0	0	BLK	MAPK14
P51451	P00519	1	0	0	BLK	ABL1
P40259	P51451	0	0	0	CD79B	BLK
P51451	Q05397	1	0	0	BLK	PTK2
P51451	Q99704	1	0	0	BLK	DOK1
P51451	P55196	1	0	0	BLK	MLLT4
P51451	P13726	1	0	0	BLK	F3
P51451	P12694	1	0	0	BLK	BCKDHA
P51451	P12318	1	0	0	BLK	FCGR2A
P51451	Q15759	1	0	0	BLK	MAPK11
P51451	P13796	1	0	0	BLK	LCP1
P51451	P13612	1	0	0	BLK	ITGA4
P51451	Q8N5V2	1	0	0	BLK	NGEF
P51451	P12829	1	0	0	BLK	MYL4
B2R8E4	B2R8E4	0	0	0	NA	NA
B2R8E4	Q15796	0	0	0	NA	SMAD2
P18074	P18074	0	0	0	ERCC2	ERCC2
P18074	P51946	0	0	0	ERCC2	CCNH
P51948	P18074	1	0	0	MNAT1	ERCC2
P10275	P18074	0	0	0	AR	ERCC2
P18074	P32780	0	0	0	ERCC2	GTF2H1
P50613	P18074	1	0	0	CDK7	ERCC2
B3KTH1	P18074	0	0	0	NA	ERCC2
P18074	Q92759	0	0	0	ERCC2	GTF2H4
P35244	P18074	1	0	0	RPA3	ERCC2
P15927	P18074	1	0	0	RPA2	ERCC2
P27694	P18074	1	0	0	RPA1	ERCC2
P18074	P43351	0	0	0	ERCC2	RAD52
P23025	P18074	1	0	0	XPA	ERCC2
P07992	P18074	1	0	0	ERCC1	ERCC2
Q92889	P18074	1	0	0	ERCC4	ERCC2
Q9HCS7	P18074	1	0	0	XAB2	ERCC2
P28715	P18074	1	0	0	ERCC5	ERCC2
P18074	P19447	1	1	0	ERCC2	ERCC3
P19447	P18074	1	0	0	ERCC3	ERCC2
P18074	Q6ZYL4	0	0	0	ERCC2	GTF2H5
Q96QV1	Q96QV1	0	0	0	HHIP	HHIP
Q96QV1	Q15465	1	1	1	HHIP	SHH
Q96QV1	Q14623	1	1	1	HHIP	IHH
Q96QV1	O43323	1	1	1	HHIP	DHH
Q9UK22	Q96QV1	1	0	0	FBXO2	HHIP
Q92844	Q92844	0	0	0	TANK	TANK
O15111	Q92844	0	0	0	CHUK	TANK
Q92844	Q9Y4K3	0	0	0	TANK	TRAF6
Q13546	Q92844	0	0	0	RIPK1	TANK
Q92844	Q9Y6K9	0	0	0	TANK	IKBKG
Q92844	Q9UHD2	1	1	0	TANK	TBK1
Q92844	Q14164	1	1	0	TANK	IKBKE
O14920	Q92844	0	0	0	IKBKB	TANK
Q13490	Q92844	0	0	0	BIRC2	TANK
Q14790	Q92844	0	0	0	CASP8	TANK
P53350	Q92844	0	0	0	PLK1	TANK
O96018	Q92844	0	0	0	APBA3	TANK
O95786	Q92844	1	0	0	DDX58	TANK
Q14653	Q92844	0	0	0	IRF3	TANK
Q9BYX4	Q92844	1	0	0	IFIH1	TANK
Q7Z434	Q92844	1	0	0	MAVS	TANK
Q8IUC6	Q92844	0	0	0	TICAM1	TANK
Q04206	Q9BYH8	0	0	0	RELA	NFKBIZ
Q9BYH8	P40763	1	0	1	NFKBIZ	STAT3
Q9BYH8	P19838	1	0	0	NFKBIZ	NFKB1
Q9Y4H2	Q9Y4H2	0	0	0	IRS2	IRS2
Q9NRF2	Q9Y4H2	0	0	0	SH2B1	IRS2
P23458	Q9Y4H2	1	1	0	JAK1	IRS2
Q9Y4H2	P23458	1	1	0	IRS2	JAK1
Q9Y4H2	P52333	1	1	0	IRS2	JAK3
O15111	Q9Y4H2	1	0	0	CHUK	IRS2
P27361	Q9Y4H2	1	0	0	MAPK3	IRS2
P08069	Q9Y4H2	1	1	0	IGF1R	IRS2
Q9Y4H2	P08069	1	1	0	IRS2	IGF1R
P62993	Q9Y4H2	0	0	0	GRB2	IRS2
Q9Y4H2	P48736	1	1	0	IRS2	PIK3CG
P48357	Q9Y4H2	0	0	0	LEPR	IRS2
Q9UHD2	Q9Y4H2	1	0	0	TBK1	IRS2
Q9Y4H2	P29597	1	1	0	IRS2	TYK2
Q9Y4H2	O60674	1	1	0	IRS2	JAK2
P31946	Q9Y4H2	0	0	0	YWHAB	IRS2
Q92793	Q9Y4H2	1	0	0	CREBBP	IRS2
Q14164	Q9Y4H2	1	0	0	IKBKE	IRS2
O00512	Q9Y4H2	1	0	0	BCL9	IRS2
Q9Y4H2	Q06124	1	1	0	IRS2	PTPN11
O14920	Q9Y4H2	1	0	0	IKBKB	IRS2
P61981	Q9Y4H2	0	0	0	YWHAG	IRS2
Q9Y4H2	P42336	1	1	0	IRS2	PIK3CA
P05412	Q9Y4H2	1	0	0	JUN	IRS2
P29353	Q9Y4H2	0	0	0	SHC1	IRS2
Q9Y4H2	P29350	1	1	0	IRS2	PTPN6
O00459	Q9Y4H2	0	0	0	PIK3R2	IRS2
B2RBY1	Q9Y4H2	0	0	0	NA	IRS2
P06213	Q9Y4H2	1	1	0	INSR	IRS2
Q9Y4H2	P06213	1	1	0	IRS2	INSR
Q9Y4H2	P19174	1	1	0	IRS2	PLCG1
Q9Y4H2	P04629	1	1	0	IRS2	NTRK1
P24394	Q9Y4H2	1	1	0	IL4R	IRS2
Q16620	Q9Y4H2	1	1	0	NTRK2	IRS2
P06493	Q9Y4H2	1	0	0	CDK1	IRS2
P10586	Q9Y4H2	1	1	0	PTPRF	IRS2
Q9Y4H2	P10586	1	1	0	IRS2	PTPRF
Q9Y4H2	P40238	1	1	0	IRS2	MPL
P54792	Q9Y4H2	1	0	0	NA	IRS2
P17844	P17844	0	0	0	DDX5	DDX5
P17844	Q15797	0	0	0	DDX5	SMAD1
P17844	P84022	0	0	0	DDX5	SMAD3
P05129	P17844	1	0	0	PRKCG	DDX5
O00571	P17844	0	0	0	DDX3X	DDX5
Q09472	P17844	1	1	0	EP300	DDX5
P17844	P35222	0	0	0	DDX5	CTNNB1
P17844	P10275	1	1	0	DDX5	AR
P17844	P04637	1	1	0	DDX5	TP53
O75925	P17844	1	1	1	PIAS1	DDX5
P28482	P17844	1	0	0	MAPK1	DDX5
P17844	Q13547	1	1	0	DDX5	HDAC1
P03372	P17844	0	0	0	ESR1	DDX5
P17844	Q13950	1	1	0	DDX5	RUNX2
Q16539	P17844	1	0	0	MAPK14	DDX5
P00519	P17844	1	1	0	ABL1	DDX5
P17252	P17844	1	0	0	PRKCA	DDX5
P17844	P24928	0	0	0	DDX5	POLR2A
P17844	Q68CZ2	1	0	0	DDX5	TNS3
P17844	P49450	0	0	0	DDX5	CENPA
P17844	Q9NRR4	0	0	0	DDX5	DROSHA
O14763	P17844	0	0	0	TNFRSF10B	DDX5
Q92841	P17844	1	0	0	DDX17	DDX5
P17844	Q15910	0	0	0	DDX5	EZH2
Q02156	P17844	1	0	0	PRKCE	DDX5
P17844	Q15022	0	0	0	DDX5	SUZ12
P17844	Q99717	0	0	0	DDX5	SMAD5
P50570	P50570	0	0	0	DNM2	DNM2
P50570	P62993	0	0	0	DNM2	GRB2
P24941	P50570	1	0	0	CDK2	DNM2
P32927	P50570	0	0	0	CSF2RB	DNM2
O60674	P50570	0	0	0	JAK2	DNM2
B2R8B5	P50570	0	0	0	NA	DNM2
P12931	P50570	0	0	0	SRC	DNM2
P50570	Q9UJU6	0	0	0	DNM2	DBNL
P50570	Q99963	0	0	0	DNM2	SH3GL3
Q08209	P50570	1	0	0	PPP3CA	DNM2
O43586	P50570	1	0	1	PSTPIP1	DNM2
A8K379	P50570	0	0	0	NA	DNM2
P46108	P50570	0	0	0	CRK	DNM2
P50570	Q01344	0	0	0	DNM2	IL5RA
P00519	P50570	1	1	0	ABL1	DNM2
P50570	Q14247	0	0	0	DNM2	CTTN
O00499	P50570	0	0	0	BIN1	DNM2
P50570	Q15811	0	0	0	DNM2	ITSN1
P49418	P50570	0	0	0	AMPH	DNM2
P50570	Q99962	0	0	0	DNM2	SH3GL2
Q9Y5X1	P50570	1	1	0	SNX9	DNM2
P50570	Q99961	0	0	0	DNM2	SH3GL1
P06493	P50570	1	0	0	CDK1	DNM2
P48454	P50570	1	0	0	PPP3CC	DNM2
P50570	O00159	1	1	0	DNM2	MYO1C
P50570	P29033	1	0	1	DNM2	GJB2
Q06330	Q06330	0	0	0	RBPJ	RBPJ
Q99466	Q06330	1	0	0	NOTCH4	RBPJ
P46531	Q06330	1	1	0	NOTCH1	RBPJ
Q04721	Q06330	1	1	0	NOTCH2	RBPJ
Q9UM47	Q06330	1	1	0	NOTCH3	RBPJ
Q06330	Q9Y618	1	1	0	RBPJ	NCOR2
Q9Y618	Q06330	1	0	0	NCOR2	RBPJ
Q06330	Q9NPV6	0	0	0	RBPJ	NA
B7Z9A1	Q06330	0	0	0	NA	RBPJ
Q06330	Q13573	0	0	0	RBPJ	SNW1
Q06330	Q8IZL2	1	1	0	RBPJ	MAML2
O75376	Q06330	1	0	1	NCOR1	RBPJ
Q06330	Q86X95	1	1	0	RBPJ	CIR1
Q06330	Q13547	0	0	0	RBPJ	HDAC1
Q96T58	Q06330	1	0	1	SPEN	RBPJ
Q06330	P23759	1	1	0	RBPJ	PAX7
Q9UQF2	Q06330	1	0	1	MAPK8IP1	RBPJ
P54253	Q06330	0	0	0	ATXN1	RBPJ
Q06330	P52657	1	1	0	RBPJ	GTF2A2
Q13642	Q06330	1	0	1	FHL1	RBPJ
Q06330	P28562	1	1	0	RBPJ	DUSP1
Q96K30	Q06330	1	0	1	RITA1	RBPJ
Q12948	Q06330	1	1	0	FOXC1	RBPJ
P0C7T5	Q06330	0	0	0	ATXN1L	RBPJ
Q9Y5J3	Q06330	1	0	1	HEY1	RBPJ
Q06330	Q96JK9	1	1	0	RBPJ	MAML3
Q9C0J9	Q06330	1	1	0	BHLHE41	RBPJ
Q16873	Q06330	1	1	0	LTC4S	RBPJ
Q8NFM7	Q8NFM7	0	0	0	IL17RD	IL17RD
Q8NFM7	Q9Y4K3	0	0	0	IL17RD	TRAF6
P01100	Q8NFM7	1	0	0	FOS	IL17RD
P00533	Q8NFM7	0	0	0	EGFR	IL17RD
O95267	Q8NFM7	1	0	0	RASGRP1	IL17RD
P15336	Q8NFM7	1	0	0	ATF2	IL17RD
P05412	Q8NFM7	1	0	0	JUN	IL17RD
P29323	Q8NFM7	1	0	0	EPHB2	IL17RD
Q8NFM7	Q96F46	0	0	0	IL17RD	IL17RA
Q8NFM7	Q9NRM6	0	0	0	IL17RD	IL17RB
B7Z1W6	Q15653	0	0	0	NA	NFKBIB
Q9Y6W8	Q9Y6W8	0	0	0	ICOS	ICOS
O75144	Q9Y6W8	0	0	0		ICOS
O00459	Q9Y6W8	0	0	0	PIK3R2	ICOS
P23945	P23945	0	0	0	FSHR	FSHR
Q15329	P23945	1	1	0	E2F5	FSHR
P01225	P23945	0	0	0	FSHB	FSHR
P23945	P49407	0	0	0	FSHR	ARRB1
P23945	Q12778	0	0	0	FSHR	FOXO1
P23945	P27348	0	0	0	FSHR	YWHAQ
P23945	P31751	0	0	0	FSHR	AKT2
P23945	P27824	0	0	0	FSHR	CANX
P23945	P36575	0	0	0	FSHR	ARR3
P23945	Q8NEU8	0	0	0	FSHR	APPL2
P23945	Q59EM5	0	0	0	FSHR	NA
Q01094	P23945	1	0	1	E2F1	FSHR
O94907	O94907	0	0	0	DKK1	DKK1
O94907	Q96MU8	1	1	0	DKK1	KREMEN1
P04637	O94907	1	1	0	TP53	DKK1
O94907	P56704	0	0	0	DKK1	WNT3A
O94907	Q14696	0	0	0	DKK1	MESDC2
O94907	Q8NCW0	1	1	0	DKK1	KREMEN2
O94907	Q99750	0	0	0	DKK1	MDFI
Q9Y6W5	Q9Y6W5	0	0	0	WASF2	WASF2
P27361	Q9Y6W5	1	0	0	MAPK3	WASF2
P63000	Q9Y6W5	0	0	0	RAC1	WASF2
P28482	Q9Y6W5	1	0	0	MAPK1	WASF2
Q8IZP0	Q9Y6W5	0	0	0	ABI1	WASF2
P00519	Q9Y6W5	1	1	0	ABL1	WASF2
