cnv,effect_size,f,f_pval,ll,meas,pair,protein,rsquared,f_adjpval
2,0.781851762758,5.12054943881,0.0243140275303,-520.020923419,13,TAP2_STAT1,STAT1,0.0157496948367,0.236703533064
2,1.05501360923,5.11939612241,0.0243095458494,-536.263989418,7,FN1_MYH9,FN1,0.0152763348873,0.236703533064
2,0.995659292835,5.11694665067,0.0243453271334,-573.038134238,10,CHD4_SF3B1,SF3B1,0.0153148372208,0.236933571251
2,-0.956933335511,5.11446693776,0.0243795932277,-575.244578416,11,CDC5L_SF3B3,CDC5L,0.0153075291371,0.236971478614
2,0.561402763926,5.11374603554,0.0243875794922,-426.665591019,13,C3_CFB,CFB,0.0152597322433,0.236971478614
2,1.15259744044,5.11807853185,0.0243835353816,-540.9355681,8,CRTAP_P4HA1,P4HA1,0.0165570339857,0.236971478614
-2,0.656215411765,5.12144585108,0.0243611614719,-510.396453391,24,SORBS3_LRP1,SORBS3,0.017121627092,0.236971478614
2,0.801121784722,5.11530843726,0.0243679592702,-575.797194042,16,MCM7_PCNA,PCNA,0.0153100091737,0.236971478614
2,0.737021301368,5.11632036648,0.0243986247367,-552.275680925,21,CHD4_SMARCA4,SMARCA4,0.0163399990154,0.23700425098
2,-1.45510474128,5.11159569862,0.024417346501,-588.427173901,5,RCC2_EFTUD2,RCC2,0.015253413383,0.237036768035
2,0.7207885859,5.11425033507,0.0244249929639,-560.303442468,23,NT5E_CALD1,CALD1,0.016281497352,0.237036768035
-2,-1.46230298947,5.11869433411,0.024414404845,-514.768642015,5,SFXN3_PRKG1,PRKG1,0.0174628723212,0.237036768035
2,-1.23022182168,5.11556895801,0.0244524606272,-494.078896431,6,CSK_DOCK2,CSK,0.0173341209211,0.237228803007
2,0.605614446645,5.10824955554,0.0244677296647,-562.38514208,27,SF3B1_HEATR1,HEATR1,0.0153351037158,0.237263897848
-2,-1.16900860327,5.10769503887,0.0244714399011,-545.628800318,6,VCL_RSU1,RSU1,0.0152419509146,0.237263897848
2,-0.609038080352,5.10711851846,0.0244794455419,-536.500415124,22,LAMC1_LAMA4,LAMC1,0.0152402567306,0.237267045117
2,0.903437526087,5.10622552609,0.0244918511484,-542.866363651,10,HNRNPK_HNRNPC,HNRNPC,0.015237632539,0.237312823706
2,0.690119219872,5.1128357586,0.0245114303189,-503.67898439,24,FILIP1L_ZYX,ZYX,0.0178077575149,0.237428059752
2,-1.32509045975,5.10397288306,0.0245415282465,-542.388877576,5,AKAP12_PTRF,AKAP12,0.0156513667648,0.237532818461
2,1.00631081801,5.1026407418,0.0245417176377,-578.785593153,10,HNRNPL_SF3B1,SF3B1,0.0152270979736,0.237532818461
2,1.01035520311,5.10238248517,0.0245453142288,-580.125636087,10,SNRPA1_HNRNPC,HNRNPC,0.0152263390291,0.237532818461
2,0.775464131281,5.10018096111,0.0245759959129,-585.74783332,18,PTRF_CSRP1,CSRP1,0.0152198693134,0.237606420579
2,1.38356072171,5.10021901788,0.0245754651926,-572.058443415,5,EMILIN1_PDLIM7,PDLIM7,0.0152199811532,0.237606420579
2,-0.4063130579,5.10154224068,0.0245610131525,-582.471242145,83,CPSF1_DHX9,CPSF1,0.0153152765561,0.237606420579
-2,1.38890218304,5.10471943624,0.0246135298472,-496.756009869,5,PRKG1_SORBS1,PRKG1,0.0175356807891,0.237894848868
2,-0.996315028647,5.09662269953,0.0246461626392,-572.970260909,11,HAT1_FEN1,HAT1,0.015677255141,0.238061277025
-2,1.02524284044,5.09547487994,0.0246417167622,-527.538247677,7,PLG_APOH,PLG,0.0152060390602,0.238061277025
2,-0.593993977571,5.10044354667,0.0246550981166,-432.740473365,17,AFM_CFH,CFH,0.0171098153561,0.238073141864
-2,1.20471831161,5.09404099118,0.0246718714802,-572.320824103,7,PLG_APCS,PLG,0.0154320901276,0.238160659382
2,-0.654310226485,5.09288182689,0.0246881039302,-565.281192322,24,NOP2_PES1,NOP2,0.0154286326888,0.238242902344
2,-0.819206392857,5.09709118028,0.0246994388385,-521.049952684,16,RAI14_PCOLCE,RAI14,0.0170415939525,0.238277846883
2,-0.80833468755,5.08867997469,0.0247861584603,-549.31436276,17,KPNA2_RRM2,KPNA2,0.0163052372649,0.238287563622
2,0.605502965563,5.08905665301,0.0247316435439,-582.301450873,30,ILF2_ELAVL1,ILF2,0.0151871765191,0.238287563622
2,-0.822628920635,5.08956116672,0.0247493488537,-545.31794315,14,C6_APOH,APOH,0.0157527873954,0.238287563622
-2,-0.662651566176,5.09487283983,0.0247304934365,-514.055382183,24,PTRF_SORBS3,SORBS3,0.0170343035019,0.238287563622
2,1.44745096308,5.08735662703,0.0247595268953,-583.90500259,5,C1S_PDLIM7,PDLIM7,0.0152733405391,0.238287563622
2,-1.12036387043,5.0860612852,0.0247817944282,-590.722461413,9,U2AF2_SMU1,U2AF2,0.0153617499494,0.238287563622
-2,0.914057216245,5.0852636938,0.0247930148748,-569.625298315,12,RAB31_CNN2,CNN2,0.015359377935,0.238287563622
2,-0.684010963343,5.08966350621,0.0247231261926,-575.611664548,22,DHX9_NUP155,DHX9,0.0151889600322,0.238287563622
-2,-1.37503863392,5.09756595211,0.0247134008244,-494.068783934,5,PARP9_DDX60,DDX60,0.0175115375336,0.238287563622
2,-1.40008371186,5.08972704859,0.0247927835487,-520.448808949,5,SERPINF1_MXRA5,SERPINF1,0.0167928062035,0.238287563622
2,-0.94500508209,5.09515298589,0.0247689902642,-494.255014947,12,PCOLCE_NEXN,PCOLCE,0.0179980226866,0.238287563622
2,0.738148399411,5.08850495,0.0247474501345,-586.449661336,21,RSU1_F13A1,F13A1,0.0153690172686,0.238287563622
2,-1.41962881284,5.08325728151,0.0248131938947,-581.155457204,5,DDX17_DEK,DDX17,0.0151701321121,0.238407327965
2,-0.608550862342,5.08252629269,0.0248234928993,-487.354870182,16,ALB_APOH,APOH,0.0151679836872,0.238432119297
-2,-1.2069547943,5.08189329238,0.0248508632244,-566.248553722,7,PALLD_AOC3,PALLD,0.0155847147509,0.238620815978
2,0.808773439286,5.08114378807,0.0249235956719,-517.719829516,16,PCOLCE_RAI14,RAI14,0.0169891813429,0.239148693224
2,-0.838358109628,5.07606045819,0.024929064169,-581.206226426,16,SLC25A10_MRPL1,SLC25A10,0.0154722062046,0.239148693224
2,-1.38585080724,5.07858745199,0.0249284065517,-533.349946922,5,SERPINF1_ASPN,SERPINF1,0.0162734248878,0.239148693224
2,1.13104744781,5.07390505183,0.0250016874419,-553.992930748,9,CFH_TIMP1,TIMP1,0.0164164782885,0.239418833425
2,-1.15669847755,5.0700181523,0.0250024199343,-588.284172933,8,LAP3_WARS,LAP3,0.0151765135355,0.239418833425
2,-1.31253374214,5.07093941454,0.0250037279582,-571.073520776,6,MYO1C_TLN2,MYO1C,0.015504096523,0.239418833425
2,1.09559602718,5.06982703594,0.0250031280744,-591.103929677,9,RPS3A_RPL23,RPL23,0.0151306582296,0.239418833425
2,-0.734277690422,5.07145409296,0.0249860880568,-554.459537103,17,ZFR_RBM14,ZFR,0.015272177209,0.239418833425
2,1.09274311662,5.07204312587,0.0249716833275,-590.165735644,9,IPO5_TPP2,IPO5,0.0151371719304,0.239418833425
2,-0.490757431256,5.0687307775,0.02502885183,-559.941292514,44,LPP_MYLK,LPP,0.0153565918394,0.239547643859
2,-1.49432180552,5.06788742212,0.025032690009,-596.868176013,5,NELFB_SNRPA1,NELFB,0.0151702321981,0.239547643859
2,0.699916531378,5.06717020591,0.0250408810782,-583.978643079,22,PARP1_DHX9,DHX9,0.0151228489583,0.239551816818
2,1.24708087933,5.0648880952,0.0251070201226,-564.741936663,7,TCOF1_PCNP,PCNP,0.0158741631692,0.24011017077
2,1.15490539198,5.060878449,0.025130523062,-589.861349513,8,LAMA4_COL6A3,COL6A3,0.015104354983,0.240260556294
2,-1.31527878468,5.05891549271,0.0251666748932,-579.248558977,6,MYO1C_KANK2,MYO1C,0.0152810127019,0.240457342236
2,0.999665361371,5.05898209019,0.0251596175323,-576.252728496,10,CDC5L_SF3B1,SF3B1,0.0151439786428,0.240457342236
2,-0.824922144369,5.05689761038,0.0251934842827,-583.782195907,16,SLC25A10_MRPL15,SLC25A10,0.015229009386,0.240639062922
2,-1.04662131269,5.05572754887,0.0252041599371,-576.383419132,9,U2AF2_SF3B1,U2AF2,0.0150892139223,0.240666615289
2,-0.646962121185,5.05173409166,0.0252634188274,-582.136278494,26,AGT_APOB,AGT,0.0151226099915,0.241008958486
2,-0.770685837376,5.05194187213,0.0252584232242,-545.65642068,14,VCL_RSU1,VCL,0.0150780856362,0.241008958486
2,1.08992840351,5.05229320248,0.0252533821824,-589.957104748,9,SSRP1_U2AF2,U2AF2,0.0150791184092,0.241008958486
2,1.23215301543,5.0501679259,0.0252859071374,-588.262526314,7,USO1_G3BP2,USO1,0.0151179924778,0.241074589961
2,1.23215301543,5.0501679259,0.0252859071374,-588.262526314,7,USO1_G3BP2,G3BP2,0.0151179924778,0.241074589961
2,-0.474486084342,5.04819427444,0.0253163039854,-483.812744374,27,CP_A1BG,CP,0.015157548851,0.241289919811
2,1.30116488103,5.04601448043,0.025345646992,-581.435237046,6,PLG_APOE,APOE,0.0151057466986,0.241495075751
2,-1.2181814472,5.04552276613,0.0253567996418,-581.07986918,7,RSL1D1_RRP12,RSL1D1,0.0151952742025,0.241526839635
2,1.10383137939,5.04696548914,0.0253704688975,-560.004436255,9,ARHGDIB_GBP2,GBP2,0.0159690363783,0.241527888371
2,0.496553453223,5.04400760555,0.0253725476777,-463.585863475,21,COPA_COPB2,COPB2,0.0150547614374,0.241527888371
2,-0.790642732975,5.04140887443,0.025418192957,-586.822757916,18,TNPO3_NUP205,TNPO3,0.0152289373452,0.241664506138
2,-1.36887638007,5.04856535676,0.0254143767613,-490.709738823,5,MMP2_IKBIP,IKBIP,0.0174661491592,0.241664506138
2,-0.753362399086,5.04348944437,0.0254138492755,-500.852385819,13,GC_TTR,TTR,0.0158081566032,0.241664506138
2,0.712076833575,5.04243554442,0.0253972417152,-506.375496916,13,AGT_CFB,CFB,0.0150951945258,0.241664506138
2,0.970874023864,5.0394478318,0.0254403971874,-582.477365981,11,HNRNPM_KHDRBS1,KHDRBS1,0.0150863853491,0.241801190498
2,-0.891656524611,5.0391882683,0.0254544357682,-420.395138394,5,PDLIM7_TGFB1I1,PDLIM7,0.0153148574637,0.241860203285
2,-1.21568740909,5.03934032076,0.0254760258757,-555.705532897,7,SEPT7_SNX18,SEPT7,0.0158450219262,0.241990909994
2,0.630785580273,5.03435536168,0.0255121090998,-557.37342288,23,TLN1_CALD1,CALD1,0.0150263854471,0.242259160803
2,0.695741884289,5.03259321299,0.025537674317,-551.946022573,18,PARVA_CSRP1,CSRP1,0.0150212048468,0.242427400016
2,0.64960996553,5.02809511805,0.025607115846,-588.137142567,27,PRKDC_HEATR1,HEATR1,0.0150981109154,0.24258362036
2,-1.26992438753,5.02853450217,0.0255966597967,-575.711699166,6,COL6A1_EHD2,COL6A1,0.0150092722987,0.24258362036
2,-0.607383665287,5.02770869032,0.0256147909055,-574.869340977,29,MRPL15_SLC25A10,MRPL15,0.015142437088,0.24258362036
2,0.816368171569,5.02897245595,0.0255963985107,-590.710109889,17,CNOT1_ZFR,ZFR,0.0151461856438,0.24258362036
2,1.46767424648,5.03000040073,0.0255753394177,-593.953944102,5,SART3_PRPF8,PRPF8,0.0150135820515,0.24258362036
2,-1.1444666821,5.02946015402,0.0255831947372,-587.880647667,8,SUPT16H_DHX9,SUPT16H,0.0150119937265,0.24258362036
2,0.634912128882,5.02919351575,0.0255890969093,-557.98243742,23,TPM4_CALD1,CALD1,0.0150561496222,0.24258362036
2,0.635231714338,5.02741920302,0.0256169559603,-580.773167946,27,CNOT1_HEATR1,HEATR1,0.0150961119509,0.24258362036
2,-0.609860634606,5.02768779608,0.0256589073505,-540.150210307,29,LYN_FMNL1,LYN,0.0161129540509,0.242792554897
-2,-0.630131818111,5.02456132417,0.0256545399949,-570.115830069,25,OSTF1_ATP6V1B2,ATP6V1B2,0.0149975909357,0.242792554897
2,0.849973977945,5.03237297423,0.0256625992793,-497.78240881,15,MRPL3_ICT1,ICT1,0.0177176035307,0.242792554897
2,-0.689161795455,5.0230445671,0.0256807383672,-576.71673622,22,DHX9_XPO5,DHX9,0.0150831741198,0.242889775923
-2,-1.40096971429,5.02979246915,0.0256890163407,-496.117126437,5,SORBS3_MPRIP,MPRIP,0.0174627507315,0.242893699041
2,-1.37159520321,5.02179885359,0.0257266357201,-545.754798425,5,AKAP12_PRKCDBP,AKAP12,0.0156920524526,0.243100574302
2,0.806725772892,5.02071951129,0.0257229941073,-581.627069496,17,RBM12_ZFR,ZFR,0.0152595846205,0.243100574302
2,-1.27927313846,5.01876716627,0.0257432634077,-545.385761848,5,SERPINF1_C1S,SERPINF1,0.0150705235293,0.243108959543
2,-1.32877756667,5.02507300756,0.0257416961893,-517.395771015,6,NT5E_PTGIS,NT5E,0.017090627531,0.243108959543
2,1.43124821761,5.01915329543,0.0257522594479,-569.987678574,5,SMC1A_PDS5B,PDS5B,0.0153952712431,0.243119588736
2,0.90071509434,5.01736860962,0.0257616991385,-584.986333931,13,SRPR_SRPRB,SRPRB,0.0150212805714,0.24313439853
2,1.34383838021,5.01590622979,0.0257934699249,-584.086398763,6,AEBP1_COL6A1,COL6A1,0.0152451785303,0.243285583506
2,0.936945100072,5.01510401773,0.0257928618882,-599.944733649,13,PSMB8_SQRDL,PSMB8,0.0149697848174,0.243285583506
2,1.32385749489,5.01248796553,0.0258312614026,-590.050964216,6,PSMB3_PSMA5,PSMA5,0.0149620928938,0.243567663225
2,1.06596064733,5.0102180995,0.0258791247019,-571.531867827,9,DDX47_PWP2,PWP2,0.0152745793364,0.243944510846
2,0.896935484688,5.0086185179,0.0258881682551,-585.670812595,13,PSMA5_PSMB8,PSMB8,0.0149507154176,0.243955313423
2,-0.787034001242,5.00779760087,0.0259022922752,-591.879162879,18,RBM39_CHD4,RBM39,0.0149930559611,0.244013970229
2,-1.37974493913,5.00836721183,0.0259539302482,-525.43626325,5,GPX3_BGN,GPX3,0.0163134550935,0.244425885783
-2,-0.93211434498,5.00258997874,0.0259811749512,-495.942561829,7,PALLD_CNN1,PALLD,0.0150226758869,0.244539235403
2,1.17307998447,5.00268726493,0.0259817989833,-570.070426929,7,C3_C1R,C3,0.0150682131706,0.244539235403
2,0.545250302127,5.00130737324,0.0260042729378,-574.044020607,37,RHOG_CTSS,CTSS,0.0151096302698,0.244676208057
2,-1.26124216404,5.00113117041,0.026019602695,-528.074316076,5,SERPINF2_SERPINA1,SERPINF2,0.0153880423505,0.244745897457
2,0.607659195806,4.99840629801,0.0260389859556,-586.465199088,30,ILF2_SF3A3,ILF2,0.0149206867974,0.244853660934
2,-0.884528891925,4.99593883597,0.0260755637512,-539.468604346,10,RPL23A_RPL7A,RPL23A,0.0149134310503,0.245122995823
2,1.38997325872,4.99329557267,0.0261148071688,-577.110745569,5,EEF1D_EEF1G,EEF1G,0.0149056582286,0.245406796371
2,1.37624817975,4.99248733733,0.0261288603381,-572.103922359,5,FHL2_PDLIM7,PDLIM7,0.0149479031015,0.245406796371
2,0.795908810549,4.99230112008,0.0261295873507,-446.87147644,7,COL1A1_COL6A2,COL6A2,0.0149027338939,0.245406796371
2,-0.606119062379,4.99199159688,0.0261466285327,-470.006637833,15,FLNA_TGFB1I1,FLNA,0.0151735960886,0.245492205282
2,-0.808763010484,4.9911782457,0.0261587280961,-574.056031411,16,SLC25A10_MRPL37,SLC25A10,0.0151711613433,0.245531179243
2,-0.751921507119,4.98835790935,0.0261903231417,-568.484380312,17,PRKDC_CHD4,PRKDC,0.0149357239293,0.24575306253
2,1.03190680484,4.98682591688,0.026211119884,-533.267067031,7,PLS3_FN1,FN1,0.0148866329392,0.245873517527
2,1.25807429123,4.98738993601,0.0263008124063,-474.91190285,5,PRKG1_PDLIM7,PDLIM7,0.0170225412674,0.246565127536
2,-0.558971889039,4.9813103315,0.0262935224451,-441.361352806,14,CCT2_CCT5,CCT2,0.0148704127002,0.246565127536
2,-0.695285117307,4.98003527818,0.0263146572768,-589.674602826,23,TPM4_MYL9,TPM4,0.0149111765739,0.246575982937
2,-0.679397562957,4.98123066632,0.0263179351163,-543.172744265,20,APOA2_ITIH1,APOA2,0.015375059401,0.246575982937
2,-0.759799877565,4.97853211177,0.026335131329,-582.980220173,18,CFH_IGLL5,CFH,0.0148622423067,0.246634668913
2,0.925548699373,4.97860849829,0.0263401674569,-550.023917368,10,ZFR_SF3B1,SF3B1,0.0149967750055,0.246634668913
2,0.694667045792,4.977624821,0.0263591022726,-588.595172023,24,DDX46_PRPF6,PRPF6,0.0150847343777,0.246737172485
2,0.80608643038,4.97564095112,0.0263785047403,-584.211752255,16,TAPBP_RNF213,RNF213,0.0148537396242,0.246843990133
2,-0.623068481061,4.98302440913,0.0264025862576,-466.166314235,24,S100A8_MMP9,S100A8,0.0177975947636,0.246919736451
2,0.798170916088,4.97415501771,0.0264008258492,-570.796179152,15,LGALS1_FLNA,FLNA,0.0148493695504,0.246919736451
2,0.73205286792,4.97446085222,0.0264129856037,-506.665006626,13,C8G_CFB,CFB,0.0152136067118,0.246942229207
2,1.11105464198,4.97033536593,0.0264582937465,-580.006806879,8,HNRNPC_SUPT16H,SUPT16H,0.0148381359218,0.247231888055
2,-0.644445290975,4.97381280518,0.0264885897217,-497.5746802,22,TAGLN_PTGIS,PTGIS,0.0166362824841,0.247231888055
2,1.10836444208,4.97584265073,0.0264711622443,-523.503913514,9,PSMB6_HCLS1,HCLS1,0.0169260256416,0.247231888055
2,-0.785159123436,4.96797484637,0.0264938738427,-585.272131342,17,PRKDC_PRPF8,PRKDC,0.0148311934854,0.247231888055
2,-1.45520854801,4.96756921704,0.0264999929217,-593.195303159,5,WARS_PSMB8,WARS,0.0148300004942,0.247231888055
2,-0.426217497361,4.96917337725,0.0264758021526,-422.544703062,22,LAMC1_NID1,LAMC1,0.0148347184523,0.247231888055
2,0.76607766782,4.97251929753,0.0264831369448,-530.987195044,17,FKBP10_LEPRE1,LEPRE1,0.0160937267458,0.247231888055
2,0.406816929864,4.97147673475,0.0265161150619,-520.722353257,78,ICT1_MRPL13,MRPL13,0.0164633984259,0.247307606964
-2,0.887000848958,4.96379301974,0.0265570292482,-570.697804162,12,MYL6_CNN2,CNN2,0.0148188942303,0.247614438115
2,0.6263764162,4.96338830922,0.026571445071,-569.010231532,26,NUP98_NUP133,NUP133,0.0149967896285,0.247674091202
2,-0.546166737583,4.96271352254,0.0265858798106,-508.835805056,24,SERPINH1_RCN3,SERPINH1,0.0150859453626,0.247729174754
2,1.07491760176,4.96408864718,0.0265961780372,-552.498751607,9,ICAM1_GBP2,GBP2,0.0157608083782,0.247729174754
2,-0.807924108095,4.96269214131,0.0266014138122,-530.562144461,13,CLEC3B_TTR,TTR,0.0154138732917,0.247729174754
2,1.15895884296,4.96603462424,0.0266354289262,-509.327361447,8,NCAPD2_RRM2,RRM2,0.0172452095981,0.247971187321
2,1.07358794035,4.96355951498,0.0266485747162,-519.949947477,9,TRIM21_GBP2,GBP2,0.0167143723731,0.248018822833
2,-0.902836053416,4.95709315222,0.026658541027,-547.56565966,10,HNRNPC_ILF2,HNRNPC,0.0147991884739,0.248036847086
2,1.08934626354,4.95658966708,0.026687347108,-556.475099517,8,COL5A2_COL6A3,COL6A3,0.0152530824876,0.248080695806
2,-0.711924068805,4.95530451621,0.0266857097058,-600.174430461,23,CALD1_SFXN3,CALD1,0.014793927576,0.248080695806
2,-1.11886002642,4.96549308001,0.0266785582086,-478.068280824,8,C7_AZGP1,C7,0.0179931665535,0.248080695806
2,-1.3782141528,4.95251983693,0.0267384923662,-566.928401635,5,PES1_DDX18,PES1,0.0150097954681,0.248282485975
-2,0.968828627698,4.95709579701,0.0267572805377,-523.370009959,12,HTRA1_CNN2,CNN2,0.0169208934282,0.248282485975
2,0.375426864483,4.95194427042,0.0267515190199,-551.930256695,83,MRPL1_MRPL13,MRPL13,0.0150996033319,0.248282485975
2,-1.00351736052,4.95087640214,0.026753095554,-598.179994915,11,ATP6V1A_ATP6V1B2,ATP6V1A,0.014780902965,0.248282485975
2,0.567530001006,4.95134579168,0.026745944094,-543.782579991,26,FLNA_ZYX,ZYX,0.0147822836179,0.248282485975
2,1.18645475385,4.95238339427,0.0267301426192,-580.751910342,7,HEXB_HEXA,HEXA,0.0147853355874,0.248282485975
2,-1.05492173375,4.94927077343,0.0267775734783,-582.538752384,9,RPS6_RPL14,RPS6,0.014776180172,0.248321598543
2,1.32481154321,4.94956484015,0.0267772238973,-588.794105596,6,FBLN5_COL6A1,COL6A1,0.0148658096085,0.248321598543
2,0.512105573406,4.94868970934,0.0267864376072,-515.475921412,27,APOA1_CP,CP,0.0147744710201,0.248329249006
-2,-0.682496551199,4.9532226039,0.0268029739633,-525.135047163,24,TPM2_SORBS3,SORBS3,0.0166241618755,0.248408000518
2,0.853437149492,4.94554921217,0.0268364621476,-569.525886565,13,CDC5L_HCFC1,HCFC1,0.014809447899,0.248643765969
2,1.40127854198,4.94281597636,0.0268824450727,-576.20041544,5,C1R_PDLIM7,PDLIM7,0.0148905646951,0.248885888603
2,-1.46846223497,4.94264066908,0.0268809625154,-595.231529449,5,DDX17_RPRD1B,DDX17,0.0148008671764,0.248885888603
-2,-1.1221049833,4.94212690512,0.0268867662761,-562.582643576,7,VCAN_PDLIM5,VCAN,0.0147551666635,0.248885888603
2,0.716358560717,4.9463620754,0.0269051113873,-529.707866226,22,SORBS3_CALD1,CALD1,0.0165459851763,0.248906526131
2,-1.12323097966,4.94131494654,0.0269033492803,-559.524079931,7,C1S_C3,C3,0.0148413991437,0.248906526131
2,1.43229180612,4.93997648122,0.026919726161,-588.849964383,5,SF3A3_RCC2,RCC2,0.0147488410703,0.248961284701
2,0.915940915094,4.93923737175,0.0269352092416,-578.629527007,12,HSP90AB1_XPO5,XPO5,0.0148352516536,0.248961284701
2,-0.635094867033,4.93931410746,0.0269298869706,-562.797603702,23,CALD1_LGALS1,CALD1,0.0147468926442,0.248961284701
2,-0.77989993652,4.93770315958,0.0269758673145,-525.070269505,13,STAT1_TAP2,STAT1,0.0151958455777,0.24926250115
2,-0.799046886835,4.93448293194,0.0270041184974,-592.21605031,17,PRKDC_CNOT1,PRKDC,0.0147326811164,0.249448929541
2,-1.4307658208,4.93341106788,0.0270206167664,-588.716824946,5,RCC2_SNRNP200,RCC2,0.0147295280341,0.249526712082
-2,0.951277286741,4.93345276648,0.0270347263911,-582.245689012,12,IKBIP_CNN2,CNN2,0.0150440667912,0.24958239636
2,0.819145948352,4.93190176047,0.0270543415692,-581.970542493,16,ABCF1_GNL1,GNL1,0.0149482415436,0.249587394981
-2,-1.22977910505,4.93137926962,0.0270519193801,-593.364596739,7,PALLD_COL1A2,PALLD,0.014723551076,0.249587394981
2,-0.543586867054,4.9359438442,0.0270675873482,-474.248989596,27,CP_AFM,CP,0.0165671311105,0.249587394981
2,-0.75046618101,4.94246377028,0.0270613389229,-426.403781492,14,CFHR5_C5,CFHR5,0.0185847107687,0.249587394981
2,0.787361767157,4.92979169232,0.0270826542275,-582.084338766,17,HNRNPM_ZFR,ZFR,0.0148519109032,0.249651802175
2,1.10578625112,4.92709042279,0.0271181193861,-598.918254229,9,HNRNPR_U2AF2,U2AF2,0.0147109343009,0.249904149116
2,0.645981075832,4.92962939474,0.0271323519402,-543.93296798,26,RCN3_PLOD2,PLOD2,0.0158544858023,0.249960737081
2,0.611764349835,4.92451681201,0.0271641824273,-564.318677681,26,PDLIM3_ZYX,ZYX,0.01483625512,0.249971629356
2,0.551935815859,4.92869062649,0.0271492645919,-526.567724054,33,MRPL39_MRPL9,MRPL9,0.0159026601136,0.249971629356
2,0.723405461455,4.92506879994,0.0271641621024,-556.268288358,18,TNS1_CSRP1,CSRP1,0.0150188847043,0.249971629356
2,-0.985502297649,4.92389157495,0.0271676050547,-593.073071888,11,RBM14_U2SURP,RBM14,0.0147015238351,0.249971629356
2,1.40074381284,4.92295651183,0.0271820881518,-582.028433105,5,HNRNPR_RCC2,RCC2,0.0146987730047,0.249971629356
2,1.34080959816,4.92297568031,0.0271817911722,-597.26645477,6,APOA1_FGA,APOA1,0.014698829396,0.249971629356
2,-0.604821212735,4.92163636378,0.027204623853,-585.658140443,30,GMPS_PCNA,GMPS,0.0147388962793,0.250030000244
-2,-1.24837398838,4.9217876562,0.0272002037863,-543.834234696,5,VCAN_POSTN,POSTN,0.0146953343664,0.250030000244
2,-1.2405902454,4.9164529847,0.0272830441282,-571.694677877,6,COL6A1_PTRF,COL6A1,0.0146796400741,0.250229582281
2,-1.28211407376,4.92517709629,0.0272554321433,-477.195938535,5,SPARC_FKBP10,SPARC,0.0169877523077,0.250229582281
2,0.528790787244,4.91764329615,0.0272771873355,-563.167638012,37,CASP1_CTSS,CTSS,0.0149509866569,0.250229582281
2,-0.957567485417,4.91852075562,0.0272509031472,-597.633439643,12,AK2_HMGCL,AK2,0.0146857233948,0.250229582281
2,-0.814658351916,4.92179749834,0.0272633414066,-547.701223701,17,RAI14_RCN3,RAI14,0.0160359985457,0.250229582281
2,0.60472067963,4.92466038509,0.0272552068599,-457.474621548,20,FN1_FHL3,FHL3,0.0168120375342,0.250229582281
2,-0.746791842857,4.92249558578,0.0272807150415,-464.821186144,13,AFM_TTR,TTR,0.0166344081954,0.250229582281
2,0.649506214722,4.91571621553,0.027302890917,-582.486602165,26,NUP93_NUP133,NUP133,0.014854888948,0.250337281218
2,-0.876354048958,4.91181535614,0.0273552745914,-568.436060986,12,LYZ_LTF,LYZ,0.0146659960352,0.250743154934
2,0.597389990668,4.91103671185,0.0273695007207,-560.424550804,26,TPM4_ZYX,ZYX,0.0147076202099,0.250799132976
2,-1.47823896187,4.91239333165,0.0274096855911,-549.338925886,5,GPX3_HPX,GPX3,0.0160058486994,0.251092878977
2,-0.59292662522,4.90768067368,0.0274198402805,-534.211875204,22,DHX9_RBM39,DHX9,0.0146538313598,0.251111433817
2,-0.757052028264,4.90734716869,0.0274292298033,-562.205650546,16,LUC7L3_SF3B1,LUC7L3,0.0147408797385,0.251122972325
2,-0.942176446541,4.90681649301,0.0274375303138,-589.035581678,12,XPO5_PRKDC,XPO5,0.0147393091698,0.251124536709
2,1.00691224981,4.91029538023,0.0274550396589,-511.330424696,9,LSP1_GBP2,GBP2,0.0162640872318,0.251135971295
2,0.567571940166,4.90851624045,0.0274533063894,-551.035118049,35,GMFG_CTSS,CTSS,0.0156367730931,0.251135971295
-2,1.08118548825,4.90364075484,0.0275022931477,-536.471377039,7,AKAP12_FERMT2,AKAP12,0.0150462901963,0.251493734556
2,-0.95645213262,4.90312260157,0.0275307451552,-482.921141872,7,MFAP2_FBN1,MFAP2,0.0154719920754,0.251679407471
2,-1.18957482593,4.8998590307,0.02754241629,-583.393817486,7,SEPT7_VIM,SEPT7,0.014630818433,0.251711609231
2,-0.948647371875,4.89960129811,0.0275506469872,-562.488525137,10,SF3B1_HEATR1,SF3B1,0.0147179548399,0.251712358898
2,-0.720938117445,4.89877339065,0.0275743418457,-556.027832227,18,CSRP1_TNS1,CSRP1,0.0149398954439,0.25185435234
2,-1.06987363009,4.89579967846,0.0276189696382,-538.328774735,7,FN1_TGFB1I1,FN1,0.0148855646173,0.252187399386
2,1.07696076802,4.89821878448,0.0276293434187,-542.592661494,9,WARS_HCLS1,HCLS1,0.0159085648622,0.252207570391
2,0.794846347679,4.89285731538,0.0276568170638,-588.246868576,17,CNN1_POSTN,CNN1,0.0146979942881,0.252309237773
-2,0.930743716667,4.89309181048,0.0276489302338,-589.061029503,12,CORO1C_CNN2,CNN2,0.0146109069734,0.252309237773
