internal_id	string_external_id	abundance
1851421	9606.ENSP00000332018	0.879
1861766	9606.ENSP00000428956	0
1858005	9606.ENSP00000376215	12.1
1858004	9606.ENSP00000376213	0.191
1859127	9606.ENSP00000386201	0.196
1847779	9606.ENSP00000296702	49.1
1861652	9606.ENSP00000425352	0.001
1864095	9606.ENSP00000469193	0.053
1851951	9606.ENSP00000337008	0.968
1848679	9606.ENSP00000304854	41.1
1848680	9606.ENSP00000304858	6.65
1857297	9606.ENSP00000370254	102
1856539	9606.ENSP00000365877	2.37
1853967	9606.ENSP00000353343	0.005
1864096	9606.ENSP00000469195	0
1851265	9606.ENSP00000330523	5.81
1843191	9606.ENSP00000229270	1308
1856515	9606.ENSP00000365725	18.2
1851619	9606.ENSP00000333725	0.018
1851618	9606.ENSP00000333724	0.031
1854013	9606.ENSP00000353656	0.479
1844253	9606.ENSP00000253799	2.76
1849869	9606.ENSP00000316426	6.83
1857995	9606.ENSP00000376139	3.3
1845421	9606.ENSP00000263826	6.51
1847730	9606.ENSP00000296449	0.501
1849351	9606.ENSP00000310814	0.001
1847729	9606.ENSP00000296444	7.65
1844250	9606.ENSP00000253792	278
1860693	9606.ENSP00000407925	0.017
1844251	9606.ENSP00000253794	28.0
1847728	9606.ENSP00000296440	1.54
1842855	9606.ENSP00000221700	0.984
1854316	9606.ENSP00000355173	6.0
1853186	9606.ENSP00000347560	13.9
1848277	9606.ENSP00000301318	1.24
1843256	9606.ENSP00000230538	21.6
1851165	9606.ENSP00000329565	0.07
1860987	9606.ENSP00000412752	0.478
1849485	9606.ENSP00000312021	0.199
1859504	9606.ENSP00000390630	0.017
1848276	9606.ENSP00000301310	0.556
1848316	9606.ENSP00000301645	0
1853098	9606.ENSP00000346839	886
1859350	9606.ENSP00000388519	0.104
1852440	9606.ENSP00000341285	767
1843992	9606.ENSP00000250111	1.79
1852439	9606.ENSP00000341282	0.555
1842513	9606.ENSP00000215838	1.31
1849708	9606.ENSP00000314480	0.051
1854951	9606.ENSP00000358099	63.5
1842631	9606.ENSP00000216962	141
1842512	9606.ENSP00000215832	132
1852441	9606.ENSP00000341289	2833
1844288	9606.ENSP00000254323	0.404
1844044	9606.ENSP00000251241	2.15
1855224	9606.ENSP00000359361	0.236
1859018	9606.ENSP00000385142	1.47
1859019	9606.ENSP00000385143	0.094
1846404	9606.ENSP00000274680	2.87
1844149	9606.ENSP00000252674	2.6
1843330	9606.ENSP00000232978	1.41
1858055	9606.ENSP00000376684	0.31
1844259	9606.ENSP00000253861	14.9
1859795	9606.ENSP00000394390	5.29
1843161	9606.ENSP00000228820	0
1844541	9606.ENSP00000257836	0.095
1859796	9606.ENSP00000394394	10.4
1850304	9606.ENSP00000321021	0.004
1850421	9606.ENSP00000322180	1.23
1843328	9606.ENSP00000232974	0.205
1843329	9606.ENSP00000232975	13.1
1850305	9606.ENSP00000321026	0.352
1856298	9606.ENSP00000364589	25.1
1846518	9606.ENSP00000276914	12.3
1855052	9606.ENSP00000358549	3.68
1864719	9606.ENSP00000472160	0.175
1864720	9606.ENSP00000472162	0
1855049	9606.ENSP00000358542	0.006
1856296	9606.ENSP00000364580	0.793
1855048	9606.ENSP00000358541	2.32
1851339	9606.ENSP00000331385	0.105
1855050	9606.ENSP00000358547	61.2
1853957	9606.ENSP00000353224	189
1851860	9606.ENSP00000335544	0.01
1846234	9606.ENSP00000272203	6.18
1852150	9606.ENSP00000338860	0.976
1845287	9606.ENSP00000263100	1524
1844268	9606.ENSP00000254066	1.42
1862709	9606.ENSP00000450581	0.616
1862708	9606.ENSP00000450580	0
1846448	9606.ENSP00000275560	0.261
1858783	9606.ENSP00000382883	0.22
1851557	9606.ENSP00000333194	3.71
1860131	9606.ENSP00000399013	0.224
1847871	9606.ENSP00000297459	0.162
1862973	9606.ENSP00000455561	3.75
1862850	9606.ENSP00000453973	6.63
1843706	9606.ENSP00000244230	17.5
1852216	9606.ENSP00000339405	0.014
1846157	9606.ENSP00000270517	9.07
1843916	9606.ENSP00000248564	59.8
1851118	9606.ENSP00000329170	1.52
1850469	9606.ENSP00000322617	0.005
1843979	9606.ENSP00000249861	0.4
1863847	9606.ENSP00000464034	0.07
1849833	9606.ENSP00000315997	5.06
1863848	9606.ENSP00000464036	23.6
1853987	9606.ENSP00000353475	4.06
1845163	9606.ENSP00000262510	0.054
1857473	9606.ENSP00000371483	2.84
1863623	9606.ENSP00000461518	0.003
1860081	9606.ENSP00000398495	77.2
1845165	9606.ENSP00000262519	1.82
1845164	9606.ENSP00000262518	2.95
1851809	9606.ENSP00000335091	4.31
1861016	9606.ENSP00000413405	0.046
1850098	9606.ENSP00000318956	0.046
1851810	9606.ENSP00000335094	1.28
1847290	9606.ENSP00000291539	0.292
1850787	9606.ENSP00000325958	11.2
1858371	9606.ENSP00000379464	0.203
1847289	9606.ENSP00000291536	0.136
1848775	9606.ENSP00000305810	15.7
1848459	9606.ENSP00000302843	0.028
1847288	9606.ENSP00000291532	0.148
1848460	9606.ENSP00000302846	0.149
1846084	9606.ENSP00000269321	1051
1848857	9606.ENSP00000306548	34.7
1845501	9606.ENSP00000264202	581
1862189	9606.ENSP00000441802	0.704
1850856	9606.ENSP00000326649	0.373
1861566	9606.ENSP00000422496	1.07
1861480	9606.ENSP00000420405	0.011
1857900	9606.ENSP00000375174	0.002
1858884	9606.ENSP00000383933	0.016
1854608	9606.ENSP00000356476	11.1
1856216	9606.ENSP00000364133	2.43
1851384	9606.ENSP00000331734	0.043
1858886	9606.ENSP00000383939	1.03
1858885	9606.ENSP00000383938	7.47
1846365	9606.ENSP00000274181	0.047
1849076	9606.ENSP00000308496	0.816
1848996	9606.ENSP00000307766	0.164
1847165	9606.ENSP00000289359	2.71
1849992	9606.ENSP00000317903	5.58
1849991	9606.ENSP00000317902	2.25
1847164	9606.ENSP00000289352	1659
1860290	9606.ENSP00000401535	1.21
1849994	9606.ENSP00000317905	0.856
1849993	9606.ENSP00000317904	24.4
1854292	9606.ENSP00000355077	4.35
1857853	9606.ENSP00000374390	0.198
1844676	9606.ENSP00000259239	19.5
1850780	9606.ENSP00000325875	1783
1853868	9606.ENSP00000352575	71.3
1844391	9606.ENSP00000255746	0.39
1854102	9606.ENSP00000354305	0.355
1843736	9606.ENSP00000244741	2.94
1852642	9606.ENSP00000342938	1.25
1847768	9606.ENSP00000296641	0.362
1844109	9606.ENSP00000252211	0.068
1864292	9606.ENSP00000470036	0.017
1852641	9606.ENSP00000342935	3.29
1859959	9606.ENSP00000396722	10.7
1849961	9606.ENSP00000317445	0.03
1859971	9606.ENSP00000396896	0.024
1852640	9606.ENSP00000342931	0.134
1845305	9606.ENSP00000263207	3.31
1843675	9606.ENSP00000243611	164
1851128	9606.ENSP00000329256	0.073
1858866	9606.ENSP00000383683	0.061
1858865	9606.ENSP00000383682	0.037
1846183	9606.ENSP00000271139	1.03
1846386	9606.ENSP00000274458	8.32
1846385	9606.ENSP00000274457	0.262
1846731	9606.ENSP00000281513	6.57
1858585	9606.ENSP00000381272	0.076
1858586	9606.ENSP00000381273	136
1858584	9606.ENSP00000381270	0.031
1851963	9606.ENSP00000337125	18.1
1850799	9606.ENSP00000326119	0.439
1854057	9606.ENSP00000353957	0.133
1855141	9606.ENSP00000358956	0.036
1850798	9606.ENSP00000326110	3.0
1842615	9606.ENSP00000216714	297
1861580	9606.ENSP00000423014	43.3
1842964	9606.ENSP00000223136	42.6
1847088	9606.ENSP00000287777	0.273
1842406	9606.ENSP00000202788	1.79
1850765	9606.ENSP00000325708	2.11
1855851	9606.ENSP00000362299	16.8
1843942	9606.ENSP00000249014	9.69
1856854	9606.ENSP00000367605	0.687
1843925	9606.ENSP00000248673	2.12
1851038	9606.ENSP00000328422	0.189
1851039	9606.ENSP00000328423	0.402
1857256	9606.ENSP00000369989	2.53
1846342	9606.ENSP00000273861	0.39
1862740	9606.ENSP00000451112	200
1857254	9606.ENSP00000369981	10.9
1851187	9606.ENSP00000329825	0.203
1861913	9606.ENSP00000432545	0.211
1845179	9606.ENSP00000262607	5.26
1844508	9606.ENSP00000257430	1.69
1856702	9606.ENSP00000366752	0.008
1864747	9606.ENSP00000472280	2.54
1856703	9606.ENSP00000366754	0.006
1848593	9606.ENSP00000304032	0.722
1847585	9606.ENSP00000295542	0.169
1856433	9606.ENSP00000365261	7.27
1851212	9606.ENSP00000330060	7.07
1852521	9606.ENSP00000341914	0.16
1845205	9606.ENSP00000262735	0.245
1854691	9606.ENSP00000356920	5.0
1852520	9606.ENSP00000341911	5.92
1848165	9606.ENSP00000300231	10.7
1856889	9606.ENSP00000367808	0.669
1843413	9606.ENSP00000234827	0.656
1852806	9606.ENSP00000344393	6.85
1847036	9606.ENSP00000286794	9.69
1849390	9606.ENSP00000311196	0.073
1842253	9606.ENSP00000085068	87.6
1862314	9606.ENSP00000446479	0.006
1845321	9606.ENSP00000263268	1.95
1845322	9606.ENSP00000263269	0.071
1851785	9606.ENSP00000334962	0.304
1843514	9606.ENSP00000239165	0.271
1842823	9606.ENSP00000221283	79.6
1854692	9606.ENSP00000356925	0.205
1845320	9606.ENSP00000263266	0.212
1858080	9606.ENSP00000376910	0.022
1847808	9606.ENSP00000296930	2781
1845319	9606.ENSP00000263265	0.903
1853293	9606.ENSP00000348394	10.1
1853294	9606.ENSP00000348395	7.01
1845251	9606.ENSP00000262953	1.56
1847190	9606.ENSP00000289820	0.062
1853296	9606.ENSP00000348429	20.7
1846909	9606.ENSP00000284486	0.215
1852516	9606.ENSP00000341874	2.1
1849683	9606.ENSP00000314103	0.261
1855525	9606.ENSP00000360692	0.127
1854040	9606.ENSP00000353824	0.3
1843410	9606.ENSP00000234798	0.023
1854996	9606.ENSP00000358307	20.0
1846261	9606.ENSP00000272444	1.68
1854997	9606.ENSP00000358309	1.08
1852002	9606.ENSP00000337451	0.607
1859436	9606.ENSP00000389554	0.047
1860007	9606.ENSP00000397415	0.193
1844476	9606.ENSP00000256935	36.9
1852210	9606.ENSP00000339389	0.285
1850946	9606.ENSP00000327647	3.6
1847013	9606.ENSP00000286428	85.8
1847090	9606.ENSP00000287820	0.375
1852836	9606.ENSP00000344572	8.51
1849481	9606.ENSP00000311997	13.1
1843205	9606.ENSP00000229390	95.0
1842283	9606.ENSP00000162023	0.557
1859263	9606.ENSP00000387303	0.312
1858527	9606.ENSP00000380903	0.135
1843206	9606.ENSP00000229395	7.06
1843769	9606.ENSP00000245615	94.4
1852838	9606.ENSP00000344579	0.449
1858503	9606.ENSP00000380689	0.064
1852331	9606.ENSP00000340477	0.142
1863736	9606.ENSP00000462799	0.838
1849808	9606.ENSP00000315674	20.4
1863735	9606.ENSP00000462795	0.073
1848719	9606.ENSP00000305288	0.393
1853769	9606.ENSP00000351790	1.66
1858457	9606.ENSP00000380308	160
1859164	9606.ENSP00000386439	0.927
1848644	9606.ENSP00000304440	0.14
1847545	9606.ENSP00000295156	14.2
1847544	9606.ENSP00000295150	0.285
1857735	9606.ENSP00000373244	0.287
1846888	9606.ENSP00000284154	3.0
1853328	9606.ENSP00000348648	0.056
1845252	9606.ENSP00000262958	1.82
1850733	9606.ENSP00000325402	0.349
1849177	9606.ENSP00000309457	4.48
1847964	9606.ENSP00000298492	11.5
1853607	9606.ENSP00000350552	0.329
1844440	9606.ENSP00000256460	11.9
1843753	9606.ENSP00000245304	14.6
1863919	9606.ENSP00000465517	0.877
1851566	9606.ENSP00000333266	21.4
1850924	9606.ENSP00000327467	1.73
1842452	9606.ENSP00000209718	10.6
1850923	9606.ENSP00000327465	0.286
1844746	9606.ENSP00000260008	0.603
1863820	9606.ENSP00000463772	0.139
1852551	9606.ENSP00000342098	8.24
1861290	9606.ENSP00000417401	0.905
1850925	9606.ENSP00000327468	1.0
1861291	9606.ENSP00000417404	0.459
1850375	9606.ENSP00000321703	16.6
1846482	9606.ENSP00000276218	0.226
1846626	9606.ENSP00000279249	3.27
1845575	9606.ENSP00000264613	1780
1846625	9606.ENSP00000279247	208
1851155	9606.ENSP00000329482	0.572
1856019	9606.ENSP00000363054	35.6
1856020	9606.ENSP00000363055	3.22
1846481	9606.ENSP00000276211	1.82
1846624	9606.ENSP00000279242	33.4
1853633	9606.ENSP00000350789	0.701
1859655	9606.ENSP00000392549	0.018
1856122	9606.ENSP00000363582	0.003
1845957	9606.ENSP00000267584	0.059
1852053	9606.ENSP00000337926	19.6
1862304	9606.ENSP00000445920	24.6
1852314	9606.ENSP00000340329	277
1852740	9606.ENSP00000343765	0.121
1846105	9606.ENSP00000269593	130
1861774	9606.ENSP00000429148	0.406
1844460	9606.ENSP00000256682	289
1862799	9606.ENSP00000452347	345
1844461	9606.ENSP00000256689	21.0
1851539	9606.ENSP00000333001	199
1855691	9606.ENSP00000361562	50.6
1845909	9606.ENSP00000266987	7.39
1845908	9606.ENSP00000266980	1.05
1847449	9606.ENSP00000293879	0.052
1845801	9606.ENSP00000265742	0.76
1851892	9606.ENSP00000336528	0.19
1842116	9606.ENSP00000002596	0.033
1855827	9606.ENSP00000362181	0.091
1843214	9606.ENSP00000229595	12.8
1855830	9606.ENSP00000362187	1.42
1855829	9606.ENSP00000362186	0.198
1847448	9606.ENSP00000293872	58.1
1856131	9606.ENSP00000363638	103
1848337	9606.ENSP00000301785	96.0
1860406	9606.ENSP00000403438	0.022
1860582	9606.ENSP00000406157	18.1
1860601	9606.ENSP00000406407	0.256
1848338	9606.ENSP00000301788	13.5
1853018	9606.ENSP00000346130	1.98
1846433	9606.ENSP00000275200	0.301
1849931	9606.ENSP00000317128	1.44
1842122	9606.ENSP00000004531	2.07
1860368	9606.ENSP00000402758	4.02
1849930	9606.ENSP00000317125	0.26
1853019	9606.ENSP00000346139	1.11
1861549	9606.ENSP00000421981	0.149
1853393	9606.ENSP00000349114	0.139
1861445	9606.ENSP00000419922	0.073
1861446	9606.ENSP00000419923	0.165
1849929	9606.ENSP00000317123	61.0
1852003	9606.ENSP00000337452	0.732
1858134	9606.ENSP00000377430	4.52
1846793	9606.ENSP00000282412	35.2
1847310	9606.ENSP00000291707	0.634
1847309	9606.ENSP00000291700	40.3
1842111	9606.ENSP00000000442	5.12
1848408	9606.ENSP00000302476	1.11
1848409	9606.ENSP00000302478	17.4
1842343	9606.ENSP00000182527	0.136
1844083	9606.ENSP00000251808	2.69
1846671	9606.ENSP00000280481	0.217
1860350	9606.ENSP00000402527	1.48
1854885	9606.ENSP00000357796	0.366
1844504	9606.ENSP00000257336	0.043
1854884	9606.ENSP00000357794	0.705
1844847	9606.ENSP00000261058	0.274
1854714	9606.ENSP00000357020	0.487
1854715	9606.ENSP00000357022	1.02
1848095	9606.ENSP00000299721	0.17
1844213	9606.ENSP00000253303	5.58
1855094	9606.ENSP00000358770	20.1
1855165	9606.ENSP00000359055	0.13
1854886	9606.ENSP00000357798	0.485
1854887	9606.ENSP00000357799	279
1854562	9606.ENSP00000356263	27.0
1848343	9606.ENSP00000301873	1.54
1854563	9606.ENSP00000356265	6.81
1844292	9606.ENSP00000254351	14.2
1859363	9606.ENSP00000388658	39.6
1847263	9606.ENSP00000290894	0.33
1847031	9606.ENSP00000286744	0.081
1858936	9606.ENSP00000384370	0.053
1855743	9606.ENSP00000361818	10.8
1862046	9606.ENSP00000436812	9.67
1847602	9606.ENSP00000295682	9.52
1858937	9606.ENSP00000384376	0.047
1848449	9606.ENSP00000302783	7.65
1846524	9606.ENSP00000277165	40.8
1859854	9606.ENSP00000395253	0.076
1855163	9606.ENSP00000359050	3.13
1847059	9606.ENSP00000287218	3.38
1864005	9606.ENSP00000468308	0.36
1844929	9606.ENSP00000261517	11.7
1844928	9606.ENSP00000261514	1.04
1856798	9606.ENSP00000367248	3.59
1842123	9606.ENSP00000004921	2.09
1856797	9606.ENSP00000367246	0.816
1851001	9606.ENSP00000328169	0.194
1852024	9606.ENSP00000337675	20.2
1846174	9606.ENSP00000270747	0.268
1861684	9606.ENSP00000426528	0.249
1857876	9606.ENSP00000375057	0.875
1851464	9606.ENSP00000332359	2.83
1848339	9606.ENSP00000301790	0.587
1845354	9606.ENSP00000263409	0.232
1851492	9606.ENSP00000332604	68.3
1854634	9606.ENSP00000356590	0.098
1851463	9606.ENSP00000332353	0.327
1856563	9606.ENSP00000366032	23.7
1851491	9606.ENSP00000332602	0.879
1848666	9606.ENSP00000304736	0.057
1846216	9606.ENSP00000271835	15.9
1845766	9606.ENSP00000265529	0.125
1845765	9606.ENSP00000265523	100
1846573	9606.ENSP00000278568	32.0
1846015	9606.ENSP00000268383	1.58
1851841	9606.ENSP00000335371	3.07
1842256	9606.ENSP00000155093	1.03
1846417	9606.ENSP00000274849	3.84
1843320	9606.ENSP00000232603	0.508
1856874	9606.ENSP00000367727	9.65
1861042	9606.ENSP00000413896	0.908
1851710	9606.ENSP00000334329	0.902
1860512	9606.ENSP00000405176	0.126
1844954	9606.ENSP00000261637	5.08
1844953	9606.ENSP00000261636	59.1
1856996	9606.ENSP00000368517	10.6
1860944	9606.ENSP00000411940	0.192
1842118	9606.ENSP00000003084	0.371
1862729	9606.ENSP00000450911	0
1855982	9606.ENSP00000362863	4.08
1860945	9606.ENSP00000411948	0
1845426	9606.ENSP00000263857	12.6
1848514	9606.ENSP00000303252	0.033
1855983	9606.ENSP00000362869	0.131
1846016	9606.ENSP00000268389	0.276
1855777	9606.ENSP00000361982	1.11
1843326	9606.ENSP00000232892	1.5
1853016	9606.ENSP00000346120	100
1858768	9606.ENSP00000382770	0.041
1849260	9606.ENSP00000310120	0.531
1847415	9606.ENSP00000293414	1.84
1843345	9606.ENSP00000233242	163
1844566	9606.ENSP00000258080	17.6
1858548	9606.ENSP00000381036	0.082
1844567	9606.ENSP00000258083	0.305
1847546	9606.ENSP00000295171	0.648
1847611	9606.ENSP00000295718	0.581
1852094	9606.ENSP00000338290	0.508
1852095	9606.ENSP00000338293	24.6
1847610	9606.ENSP00000295713	5.2
1858546	9606.ENSP00000381030	0.015
1857755	9606.ENSP00000373404	21.6
1844352	9606.ENSP00000255082	0.651
1844858	9606.ENSP00000261187	2.42
1844354	9606.ENSP00000255087	0.353
1844855	9606.ENSP00000261180	0.202
1844857	9606.ENSP00000261183	15.6
1844856	9606.ENSP00000261182	777
1855970	9606.ENSP00000362799	0.574
1854458	9606.ENSP00000355799	0.329
1859033	9606.ENSP00000385422	0.495
1856859	9606.ENSP00000367631	0.392
1851708	9606.ENSP00000334314	3.4
1858037	9606.ENSP00000376472	37.3
1858221	9606.ENSP00000378181	3.82
1853140	9606.ENSP00000347188	0.424
1847691	9606.ENSP00000296161	6.28
1848531	9606.ENSP00000303437	0.673
1848530	9606.ENSP00000303434	0.156
1855374	9606.ENSP00000359978	0.13
1844347	9606.ENSP00000255008	0.107
1857994	9606.ENSP00000376135	0.118
1852571	9606.ENSP00000342235	1.19
1855855	9606.ENSP00000362308	176
1853999	9606.ENSP00000353564	6.45
1854509	9606.ENSP00000356047	8.79
1844252	9606.ENSP00000253796	0.248
1849269	9606.ENSP00000310193	2.12
1855373	9606.ENSP00000359976	13.6
1844582	9606.ENSP00000258229	0.217
1842589	9606.ENSP00000216367	1.4
1842588	9606.ENSP00000216366	1.77
1854335	9606.ENSP00000355249	0.425
1847268	9606.ENSP00000290943	0.192
1842587	9606.ENSP00000216361	3.3
1857829	9606.ENSP00000374183	3.09
1844366	9606.ENSP00000255226	0.078
1853815	9606.ENSP00000352216	0.487
1844365	9606.ENSP00000255224	0.04
1860019	9606.ENSP00000397622	0.005
1858351	9606.ENSP00000379310	0.164
1864891	9606.ENSP00000473007	0.013
1854334	9606.ENSP00000355245	0.686
1855358	9606.ENSP00000359866	0.363
1844084	9606.ENSP00000251809	2.17
1855984	9606.ENSP00000362870	0.358
1848647	9606.ENSP00000304501	0.485
1845596	9606.ENSP00000264690	203
1849858	9606.ENSP00000316240	0.266
1845597	9606.ENSP00000264694	0.121
1849859	9606.ENSP00000316244	0.02
1855655	9606.ENSP00000361366	2.81
1846079	9606.ENSP00000269243	157
1853934	9606.ENSP00000353048	0.013
1861695	9606.ENSP00000427015	7.64
1861854	9606.ENSP00000431040	36.3
1857940	9606.ENSP00000375582	0.999
1850127	9606.ENSP00000319231	3.13
1844801	9606.ENSP00000260585	4.69
1850447	9606.ENSP00000322421	4123
1846005	9606.ENSP00000268206	8.01
1843661	9606.ENSP00000243286	33.7
1861036	9606.ENSP00000413728	0.38
1843331	9606.ENSP00000233025	41.9
1850448	9606.ENSP00000322427	0.327
1843341	9606.ENSP00000233146	42.0
1850559	9606.ENSP00000323588	1.5
1845203	9606.ENSP00000262726	1.4
1863868	9606.ENSP00000464262	0
1862116	9606.ENSP00000439065	33.4
1843340	9606.ENSP00000233143	548
1849026	9606.ENSP00000308000	1.25
1846581	9606.ENSP00000278742	2.82
1843074	9606.ENSP00000226193	1.49
1842608	9606.ENSP00000216500	60.3
1861239	9606.ENSP00000416673	0.162
1857554	9606.ENSP00000372112	28.5
1861116	9606.ENSP00000414893	0.254
1848744	9606.ENSP00000305556	302
1861425	9606.ENSP00000419494	2.23
1856202	9606.ENSP00000364035	0.073
1845476	9606.ENSP00000264072	6.54
1845475	9606.ENSP00000264071	2298
1858203	9606.ENSP00000377980	0.031
1848583	9606.ENSP00000303920	80.1
1845477	9606.ENSP00000264079	0.421
1849637	9606.ENSP00000313600	0.078
1856364	9606.ENSP00000364859	0.791
1856363	9606.ENSP00000364858	8.47
1847460	9606.ENSP00000294008	0.525
1847987	9606.ENSP00000298717	14.5
1843993	9606.ENSP00000250113	12.6
1857180	9606.ENSP00000369573	0.112
1856161	9606.ENSP00000363804	0.949
1856162	9606.ENSP00000363807	60.8
1857340	9606.ENSP00000370532	0.78
1854949	9606.ENSP00000358092	0.95
1856362	9606.ENSP00000364855	1.37
1857181	9606.ENSP00000369574	0.161
1848931	9606.ENSP00000307208	6.33
1847249	9606.ENSP00000290663	8.25
1860264	9606.ENSP00000401277	5.14
1856301	9606.ENSP00000364595	1.2
1843204	9606.ENSP00000229379	15.4
1864595	9606.ENSP00000471519	0
1857421	9606.ENSP00000371127	7.65
1857420	9606.ENSP00000371126	0.093
1848119	9606.ENSP00000300006	1.07
1860914	9606.ENSP00000411372	0.16
1860638	9606.ENSP00000406970	0.661
1849651	9606.ENSP00000313803	0.21
1852438	9606.ENSP00000341280	0.961
1843231	9606.ENSP00000230012	1.28
1849675	9606.ENSP00000314030	75.7
1843407	9606.ENSP00000234677	129
1861710	9606.ENSP00000427463	48.9
1855735	9606.ENSP00000361777	746
1855734	9606.ENSP00000361776	0.416
1844096	9606.ENSP00000252029	120
1851916	9606.ENSP00000336733	0.577
1864333	9606.ENSP00000470201	0
1843218	9606.ENSP00000229729	8.9
1857983	9606.ENSP00000375977	461
1843185	9606.ENSP00000229239	9756
1843184	9606.ENSP00000229238	4.29
1846284	9606.ENSP00000272907	0.829
1852482	9606.ENSP00000341637	0.224
1861912	9606.ENSP00000432487	13.5
1860678	9606.ENSP00000407724	82.9
1851738	9606.ENSP00000334592	0.029
1861911	9606.ENSP00000432481	0.58
1844009	9606.ENSP00000250448	6.22
1858856	9606.ENSP00000383563	3.06
1852349	9606.ENSP00000340644	0
1857221	9606.ENSP00000369798	0.76
1858599	9606.ENSP00000381423	0.12
1849751	9606.ENSP00000315035	0.273
1850697	9606.ENSP00000324944	0.216
1852530	9606.ENSP00000341987	0
1843854	9606.ENSP00000247153	188
1850814	9606.ENSP00000326259	0.013
1849252	9606.ENSP00000310042	12.0
1858052	9606.ENSP00000376623	153
1850861	9606.ENSP00000326706	13.8
1850813	9606.ENSP00000326253	0.884
1853106	9606.ENSP00000346918	2.49
1850554	9606.ENSP00000323555	0.19
1851663	9606.ENSP00000334040	2.92
1853415	9606.ENSP00000349270	1.84
1849251	9606.ENSP00000310040	274
1846812	9606.ENSP00000282641	4.57
1844470	9606.ENSP00000256854	155
1844471	9606.ENSP00000256857	0.061
1853417	9606.ENSP00000349275	0.896
1850890	9606.ENSP00000327075	0.415
1847133	9606.ENSP00000288670	2.19
1850891	9606.ENSP00000327077	15.9
1850888	9606.ENSP00000327070	996
1847629	9606.ENSP00000295834	189
1842162	9606.ENSP00000010299	1.43
1857401	9606.ENSP00000370989	0.766
1858828	9606.ENSP00000383358	1.75
1845904	9606.ENSP00000266754	0.467
1842637	9606.ENSP00000217109	31.6
1855211	9606.ENSP00000359301	1.1
1855210	9606.ENSP00000359300	22.1
1855213	9606.ENSP00000359307	0.651
1848224	9606.ENSP00000300952	0.651
1855212	9606.ENSP00000359305	44.4
1847412	9606.ENSP00000293404	0.101
1842887	9606.ENSP00000222139	0.033
1847380	9606.ENSP00000292823	35.8
1850401	9606.ENSP00000321951	0.613
1846687	9606.ENSP00000280734	0.232
1853742	9606.ENSP00000351625	0.267
1853698	9606.ENSP00000351325	0.277
1843674	9606.ENSP00000243578	0.217
1853699	9606.ENSP00000351327	3.84
1853778	9606.ENSP00000351894	0.957
1842441	9606.ENSP00000206542	15.7
1846613	9606.ENSP00000279036	15.7
1862778	9606.ENSP00000451734	0
1842442	9606.ENSP00000206544	0.431
1864245	9606.ENSP00000469828	0.035
1862739	9606.ENSP00000451080	215
1855500	9606.ENSP00000360576	17.1
1855501	9606.ENSP00000360577	5.65
1843271	9606.ENSP00000231004	3.66
1847098	9606.ENSP00000287957	1.55
1850241	9606.ENSP00000320396	0
1848944	9606.ENSP00000307280	38.1
1845877	9606.ENSP00000266534	0.863
1854464	9606.ENSP00000355837	0.104
1856757	9606.ENSP00000367034	1659
1854813	9606.ENSP00000357494	0.217
1861923	9606.ENSP00000432816	2.19
1856756	9606.ENSP00000367030	0.372
1861278	9606.ENSP00000417235	0.285
1854992	9606.ENSP00000358283	39.2
1842845	9606.ENSP00000221498	1.81
1842844	9606.ENSP00000221496	0.253
1842843	9606.ENSP00000221494	67.0
