Entry	Entry name
O75333	TBX10_HUMAN
Q9UNY5	ZN232_HUMAN
Q66K89	E4F1_HUMAN
Q96LX8	ZN597_HUMAN
Q8N1L9	BATF2_HUMAN
Q9H5L6	THAP9_HUMAN
Q06330	SUH_HUMAN
Q7RTS3	PTF1A_HUMAN
Q12951	FOXI1_HUMAN
Q96EK4	THA11_HUMAN
P14316	IRF2_HUMAN
Q96T92	INSM2_HUMAN
P52951	GBX2_HUMAN
P40763	STAT3_HUMAN
P17039	ZNF30_HUMAN
O60902	SHOX2_HUMAN
Q8TCN5	ZN507_HUMAN
Q6ZSB9	ZBT49_HUMAN
Q96SQ7	ATOH8_HUMAN
O95416	SOX14_HUMAN
O75461	E2F6_HUMAN
P51608	MECP2_HUMAN
P10275	ANDR_HUMAN
O60765	Z354A_HUMAN
Q9Y2D1	ATF5_HUMAN
O43298	ZBT43_HUMAN
P51843	NR0B1_HUMAN
O60315	ZEB2_HUMAN
Q96JB3	HIC2_HUMAN
P17041	ZNF32_HUMAN
Q9H4S2	GSX1_HUMAN
Q9UBC0	HNF6_HUMAN
Q9Y2Y9	KLF13_HUMAN
Q8WW38	FOG2_HUMAN
Q96H86	ZN764_HUMAN
Q9H5H4	ZN768_HUMAN
P13682	ZNF35_HUMAN
Q96MU6	ZN778_HUMAN
Q12950	FOXD4_HUMAN
P09016	HXD4_HUMAN
P35452	HXD12_HUMAN
Q9UDV6	ZN212_HUMAN
Q9UDV7	ZN282_HUMAN
Q9NQV6	PRD10_HUMAN
P01100	FOS_HUMAN
Q15797	SMAD1_HUMAN
Q04743	EMX2_HUMAN
Q8TDD2	SP7_HUMAN
Q6ZNB6	NFXL1_HUMAN
Q99743	NPAS2_HUMAN
P78414	IRX1_HUMAN
Q9BZI1	IRX2_HUMAN
Q9NPC8	SIX2_HUMAN
P52630	STAT2_HUMAN
P55318	FOXA3_HUMAN
P17020	ZNF16_HUMAN
P17544	ATF7_HUMAN
Q8WUU4	ZN296_HUMAN
P17482	HXB9_HUMAN
P32314	FOXN2_HUMAN
Q9HCG1	ZN160_HUMAN
Q09FC8	ZN415_HUMAN
Q9BT81	SOX7_HUMAN
Q9UBD0	HSFX1_HUMAN
Q499Z4	ZN672_HUMAN
Q9BU19	ZN692_HUMAN
P17275	JUNB_HUMAN
Q8NDP4	ZN439_HUMAN
Q8IYI8	ZN440_HUMAN
Q9P0T4	ZN581_HUMAN
Q96C55	ZN524_HUMAN
Q9HCK0	ZBT26_HUMAN
Q6V9R5	ZN562_HUMAN
Q8N587	ZN561_HUMAN
Q9BPY8	HOP_HUMAN
Q15784	NDF2_HUMAN
Q5XKR4	OTP_HUMAN
Q8IVC4	ZN584_HUMAN
Q96GC6	ZN274_HUMAN
Q3SY52	ZIK1_HUMAN
Q9Y6Y1	CMTA1_HUMAN
Q02575	HEN1_HUMAN
Q8NDQ6	ZN540_HUMAN
Q96NI8	ZN570_HUMAN
Q5JT82	KLF17_HUMAN
O75362	ZN217_HUMAN
Q99853	FOXB1_HUMAN
Q68EA5	ZNF57_HUMAN
Q9HAH1	ZN556_HUMAN
Q86TJ5	ZN554_HUMAN
O14901	KLF11_HUMAN
P47928	ID4_HUMAN
P17676	CEBPB_HUMAN
Q92858	ATOH1_HUMAN
P52739	ZN131_HUMAN
Q9BQA5	HINFP_HUMAN
Q6ZMG9	CERS6_HUMAN
Q9Y534	CSDC2_HUMAN
Q9HBZ2	ARNT2_HUMAN
P17028	ZNF24_HUMAN
Q96LI6	HSFY1_HUMAN
P51825	AFF1_HUMAN
Q8TC21	ZN596_HUMAN
Q00444	HXC5_HUMAN
O14753	OVOL1_HUMAN
P13631	RARG_HUMAN
Q02447	SP3_HUMAN
Q6ZSS3	ZN621_HUMAN
Q86TJ2	TAD2B_HUMAN
Q04206	TF65_HUMAN
Q8NEM1	ZN680_HUMAN
Q6ZN30	BNC2_HUMAN
P11474	ERR1_HUMAN
Q9Y5R5	DMRT2_HUMAN
Q8TF39	ZN483_HUMAN
Q6P9G9	ZN449_HUMAN
Q9ULJ3	ZBT21_HUMAN
Q01101	INSM1_HUMAN
Q9H0W7	THAP2_HUMAN
Q92922	SMRC1_HUMAN
Q8TAU3	ZN417_HUMAN
Q5TGS1	HES3_HUMAN
P51692	STA5B_HUMAN
Q3KP31	ZN791_HUMAN
P14652	HXB2_HUMAN
Q96IS3	RAX2_HUMAN
Q8IWI9	MGAP_HUMAN
P51504	ZNF80_HUMAN
Q03828	EVX2_HUMAN
Q9P1Z0	ZBTB4_HUMAN
Q9H4I2	ZHX3_HUMAN
Q8NBF1	GLIS1_HUMAN
Q6EKJ0	GTD2B_HUMAN
Q8IUM7	NPAS4_HUMAN
Q6ZNH5	ZN497_HUMAN
Q14584	ZN266_HUMAN
Q14995	NR1D2_HUMAN
Q8TBB0	THAP6_HUMAN
Q8N9L1	ZIC4_HUMAN
P35638	DDIT3_HUMAN
Q9H9D4	ZN408_HUMAN
Q8TB69	ZN519_HUMAN
O75360	PROP1_HUMAN
Q2M1V0	ISX_HUMAN
Q15796	SMAD2_HUMAN
P17030	ZNF25_HUMAN
P15407	FOSL1_HUMAN
Q15935	ZNF77_HUMAN
Q9HAP2	MLXIP_HUMAN
P10589	COT1_HUMAN
Q14929	ZN169_HUMAN
P43268	ETV4_HUMAN
P13378	HXD8_HUMAN
Q9NQ33	ASCL3_HUMAN
Q6PF04	ZN613_HUMAN
Q8IZ20	ZN683_HUMAN
Q4G112	HSF5_HUMAN
P55316	FOXG1_HUMAN
Q494X3	ZN404_HUMAN
Q8WW32	HMGB4_HUMAN
P52742	ZN135_HUMAN
Q6PIV2	FOXR1_HUMAN
Q7Z7L9	ZSCA2_HUMAN
Q5VZB9	DMRTA_HUMAN
Q86XF7	ZN575_HUMAN
Q68DE3	USF3_HUMAN
Q12952	FOXL1_HUMAN
Q8IUE0	TF2LY_HUMAN
Q99958	FOXC2_HUMAN
P78411	IRX5_HUMAN
P35716	SOX11_HUMAN
Q8WY91	THAP4_HUMAN
O75398	DEAF1_HUMAN
Q8N196	SIX5_HUMAN
Q8NCN2	ZBT34_HUMAN
Q8NAP3	ZBT38_HUMAN
Q14526	HIC1_HUMAN
Q15583	TGIF1_HUMAN
P49116	NR2C2_HUMAN
Q7RTU3	OLIG3_HUMAN
Q86T24	KAISO_HUMAN
Q9BTP6	ZBED2_HUMAN
P78415	IRX3_HUMAN
Q02577	HEN2_HUMAN
Q8N8L2	ZN491_HUMAN
P05412	JUN_HUMAN
Q7Z6K1	THAP5_HUMAN
O15370	SOX12_HUMAN
Q6ZNG0	ZN620_HUMAN
Q8N2I2	ZN619_HUMAN
Q5SVQ8	ZBT41_HUMAN
Q86Y25	Z354C_HUMAN
Q8NC26	ZN114_HUMAN
Q8N895	ZN366_HUMAN
Q8N3X6	LCORL_HUMAN
Q8N9F8	ZN454_HUMAN
Q08ER8	ZN543_HUMAN
Q96LW1	Z354B_HUMAN
Q9UK11	ZN223_HUMAN
Q9H2A3	NGN2_HUMAN
O75444	MAF_HUMAN
Q8N859	ZN713_HUMAN
Q9Y6X8	ZHX2_HUMAN
O60682	MUSC_HUMAN
Q6ZMS4	ZN852_HUMAN
O00358	FOXE1_HUMAN
Q9H707	ZN552_HUMAN
O95365	ZBT7A_HUMAN
Q96MM3	ZFP42_HUMAN
Q9BYE0	HES7_HUMAN
Q8N3J9	ZN664_HUMAN
P23769	GATA2_HUMAN
Q8IVW6	ARI3B_HUMAN
Q06889	EGR3_HUMAN
Q99592	ZBT18_HUMAN
Q6XYB7	LBX2_HUMAN
Q8IX07	FOG1_HUMAN
B2RXF5	ZBT42_HUMAN
O43638	FOXS1_HUMAN
Q8N100	ATOH7_HUMAN
Q8NCA9	ZN784_HUMAN
Q5T619	ZN648_HUMAN
Q96SL8	FIZ1_HUMAN
Q7L3S4	ZN771_HUMAN
Q6ZSZ6	TSH1_HUMAN
Q96MX3	ZNF48_HUMAN
A6NCS4	NKX26_HUMAN
Q0VGE8	ZN816_HUMAN
Q15699	ALX1_HUMAN
Q7Z3V5	ZN571_HUMAN
Q8NAM6	ZSCA4_HUMAN
Q7RTS1	BHA15_HUMAN
Q9BZM3	GSX2_HUMAN
Q96JF6	ZN594_HUMAN
Q96NJ6	ZFP3_HUMAN
P31274	HXC9_HUMAN
Q9NYD6	HXC10_HUMAN
Q8NFJ8	BHE22_HUMAN
Q9Y2A4	ZN443_HUMAN
Q3KQV3	ZN792_HUMAN
Q7Z3I7	ZN572_HUMAN
Q96C28	ZN707_HUMAN
Q6NUN9	ZN746_HUMAN
Q6U7Q0	ZN322_HUMAN
Q7Z7K2	ZN467_HUMAN
P48431	SOX2_HUMAN
Q5SXM1	ZN678_HUMAN
Q8N680	ZBTB2_HUMAN
Q8N8Y5	ZFP41_HUMAN
P10072	HKR1_HUMAN
Q6DJT9	PLAG1_HUMAN
Q9HC78	ZBT20_HUMAN
Q2KHR2	RFX7_HUMAN
Q86UD4	ZN329_HUMAN
Q8IZC7	ZN101_HUMAN
Q92886	NGN1_HUMAN
A6NP11	ZN716_HUMAN
P17019	ZN708_HUMAN
Q70SY1	CR3L2_HUMAN
P10073	ZSC22_HUMAN
Q01826	SATB1_HUMAN
P17483	HXB4_HUMAN
Q8NHW3	MAFA_HUMAN
Q8TF20	ZN721_HUMAN
O00570	SOX1_HUMAN
Q13330	MTA1_HUMAN
Q6ZS27	ZN662_HUMAN
A2RRD8	ZN320_HUMAN
P52952	NKX25_HUMAN
O75123	ZN623_HUMAN
Q5H9I0	TFDP3_HUMAN
Q6P9A1	ZN530_HUMAN
Q6QHK4	FIGLA_HUMAN
Q99929	ASCL2_HUMAN
P58012	FOXL2_HUMAN
Q6ZMV8	ZN730_HUMAN
O43435	TBX1_HUMAN
Q8TAK6	OLIG1_HUMAN
Q14863	PO6F1_HUMAN
O95475	SIX6_HUMAN
Q9BT49	THAP7_HUMAN
P98177	FOXO4_HUMAN
P20265	PO3F2_HUMAN
Q9NU39	FX4L1_HUMAN
Q6P2D0	ZFP1_HUMAN
P35789	ZNF93_HUMAN
Q8WXT5	FX4L4_HUMAN
Q9NUA8	ZBT40_HUMAN
A1YPR0	ZBT7C_HUMAN
Q05066	SRY_HUMAN
P19544	WT1_HUMAN
Q8TF47	ZFP90_HUMAN
Q8HWS3	RFX6_HUMAN
Q9ULX9	MAFF_HUMAN
Q00613	HSF1_HUMAN
Q9H2W2	MIXL1_HUMAN
Q96JC4	ZN479_HUMAN
P59923	ZN445_HUMAN
Q16587	ZNF74_HUMAN
Q5TC79	ZBT37_HUMAN
Q9H930	SP14L_HUMAN
Q92985	IRF7_HUMAN
Q9Y468	LMBL1_HUMAN
P24468	COT2_HUMAN
P08047	SP1_HUMAN
Q6ZNG2	DBX2_HUMAN
P40424	PBX1_HUMAN
Q03052	PO3F1_HUMAN
Q3KNW1	SNAI3_HUMAN
Q9H5J0	ZBTB3_HUMAN
P10243	MYBA_HUMAN
Q9H7X3	ZN696_HUMAN
Q13422	IKZF1_HUMAN
Q3KNS6	ZN829_HUMAN
Q14586	ZN267_HUMAN
O15266	SHOX_HUMAN
Q969W8	ZN566_HUMAN
Q6P280	ZN529_HUMAN
Q2VY69	ZN284_HUMAN
Q16559	TAL2_HUMAN
A6NJG6	ARGFX_HUMAN
Q15916	ZBTB6_HUMAN
O43361	ZN749_HUMAN
P17021	ZNF17_HUMAN
Q8NEP9	ZN555_HUMAN
P19793	RXRA_HUMAN
P51815	ZN75D_HUMAN
Q96CX3	ZN501_HUMAN
O14709	ZN197_HUMAN
Q9UL68	MYT1L_HUMAN
Q96N95	ZN396_HUMAN
O60548	FOXD2_HUMAN
Q96JP5	ZFP91_HUMAN
Q6ZQN5	FOXI2_HUMAN
B4DXR9	ZN732_HUMAN
Q13461	FOXE3_HUMAN
Q8NF99	ZN397_HUMAN
Q86W11	ZSC30_HUMAN
Q07869	PPARA_HUMAN
P28347	TEAD1_HUMAN
O75030	MITF_HUMAN
Q9UJU5	FOXD3_HUMAN
Q86UE3	ZN546_HUMAN
Q6VB84	FX4L3_HUMAN
Q9HBT8	Z286A_HUMAN
Q969J2	ZKSC4_HUMAN
Q6ZN17	LN28B_HUMAN
Q9UC06	ZNF70_HUMAN
Q9UJL9	ZF69B_HUMAN
Q49AA0	ZFP69_HUMAN
A6NFD8	HELT_HUMAN
Q6XD76	ASCL4_HUMAN
Q3MJ62	ZSC23_HUMAN
Q9ULM2	ZN490_HUMAN
C9JLR9	CK095_HUMAN
Q0VG99	MESP2_HUMAN
Q68DY1	ZN626_HUMAN
Q6ZN11	ZN793_HUMAN
Q8NA42	ZN383_HUMAN
Q9HCC6	HES4_HUMAN
Q96BR6	ZN669_HUMAN
Q9BR84	ZN559_HUMAN
A6NHT5	HMX3_HUMAN
Q13360	ZN177_HUMAN
Q8NEK5	ZN548_HUMAN
Q14872	MTF1_HUMAN
A2RU54	HMX2_HUMAN
Q8TA94	ZN563_HUMAN
Q3C1V8	BSH_HUMAN
O60281	ZN292_HUMAN
Q8N184	ZN567_HUMAN
Q99732	LITAF_HUMAN
Q68CP9	ARID2_HUMAN
Q3SY56	SP6_HUMAN
Q86YE8	ZN573_HUMAN
Q8NB42	ZN527_HUMAN
Q06730	ZN33A_HUMAN
Q6ZNG1	ZN600_HUMAN
Q9BRR0	ZKSC3_HUMAN
Q6PJQ5	FOXR2_HUMAN
P09429	HMGB1_HUMAN
A8MTY0	ZN724_HUMAN
Q02548	PAX5_HUMAN
Q8N7Q3	ZN676_HUMAN
Q32M78	ZN699_HUMAN
Q01538	MYT1_HUMAN
P15622	ZN250_HUMAN
Q15937	ZNF79_HUMAN
Q96N22	ZN681_HUMAN
Q5HY98	ZN766_HUMAN
Q96JN0	LCOR_HUMAN
Q9UII5	ZN107_HUMAN
Q9BX82	ZN471_HUMAN
Q6ZNA1	ZN836_HUMAN
Q6ZR52	ZN493_HUMAN
Q86UP8	GTD2A_HUMAN
Q8NCP5	ZBT44_HUMAN
Q9P0L1	ZKSC7_HUMAN
A6NN14	ZN729_HUMAN
Q8N9K5	ZN565_HUMAN
Q8IZ26	ZNF34_HUMAN
Q8N8C0	ZN781_HUMAN
P52738	ZN140_HUMAN
Q6NX45	ZN774_HUMAN
Q7L2R6	ZN765_HUMAN
Q15973	ZN124_HUMAN
O75157	T22D2_HUMAN
Q5MCW4	ZN569_HUMAN
Q9ULD5	ZN777_HUMAN
Q96BV0	ZN775_HUMAN
Q86T29	ZN605_HUMAN
Q6ZV50	RFX8_HUMAN
Q96GE5	ZN799_HUMAN
P62508	ERR3_HUMAN
Q9Y618	NCOR2_HUMAN
Q6ZMW2	ZN782_HUMAN
Q147U1	ZN846_HUMAN
P15884	ITF2_HUMAN
P52737	ZN136_HUMAN
Q9Y2L8	ZKSC5_HUMAN
Q8TBZ5	ZN502_HUMAN
Q8NB50	ZFP62_HUMAN
Q06732	ZN33B_HUMAN
Q96KM6	Z512B_HUMAN
Q8TF32	ZN431_HUMAN
Q8TF45	ZN418_HUMAN
Q9H0M5	ZN700_HUMAN
P49335	PO3F4_HUMAN
Q16600	ZN239_HUMAN
Q9H4T2	ZSC16_HUMAN
Q03989	ARI5A_HUMAN
Q8NHY6	ZFP28_HUMAN
Q6ZN79	Z705A_HUMAN
Q6P3V2	Z585A_HUMAN
P52744	ZN138_HUMAN
Q86V71	ZN429_HUMAN
Q6ECI4	ZN470_HUMAN
Q8IYN0	ZN100_HUMAN
Q8TD17	ZN398_HUMAN
Q6NSZ9	ZSC25_HUMAN
Q8N8Z8	ZN441_HUMAN
Q8TAQ5	ZN420_HUMAN
Q0D2J5	ZN763_HUMAN
O15525	MAFG_HUMAN
Q8IYX0	ZN679_HUMAN
O95780	ZN682_HUMAN
Q68DY9	ZN772_HUMAN
Q9Y2Q1	ZN257_HUMAN
A8K8V0	ZN785_HUMAN
A6NJL1	ZSA5B_HUMAN
P49910	ZN165_HUMAN
Q8N720	ZN655_HUMAN
A6NK75	ZNF98_HUMAN
Q8N393	ZN786_HUMAN
Q6ZMY9	ZN517_HUMAN
Q8TD23	ZN675_HUMAN
A6NHJ4	ZN860_HUMAN
Q8IW36	ZN695_HUMAN
Q5EBL2	ZN628_HUMAN
Q9H7R5	ZN665_HUMAN
Q9P2J8	ZN624_HUMAN
Q00056	HXA4_HUMAN
Q8NFW5	DMBX1_HUMAN
Q6ZN19	ZN841_HUMAN
Q8N8J6	ZN615_HUMAN
Q8N7K0	ZN433_HUMAN
Q14592	ZN460_HUMAN
P09630	HXC6_HUMAN
P51508	ZNF81_HUMAN
O75290	Z780A_HUMAN
Q8TAF7	ZN461_HUMAN
Q2M3W8	ZN181_HUMAN
P15621	ZNF44_HUMAN
Q6PG37	ZN790_HUMAN
Q15561	TEAD4_HUMAN
Q5TA89	HES5_HUMAN
Q86XU0	ZN677_HUMAN
P16415	ZN823_HUMAN
Q96SE7	ZN347_HUMAN
Q9NQZ8	ZNF71_HUMAN
P58317	ZN121_HUMAN
Q9H4Z2	ZN335_HUMAN
Q96MR9	ZN560_HUMAN
Q14593	ZN273_HUMAN
P51523	ZNF84_HUMAN
Q5HYK9	ZN667_HUMAN
O43829	ZBT14_HUMAN
Q9BS31	ZN649_HUMAN
Q8NDW4	ZN248_HUMAN
Q6NX49	ZN544_HUMAN
Q6IQ21	ZN770_HUMAN
Q9BRH9	ZN251_HUMAN
Q14186	TFDP1_HUMAN
Q96SK3	ZN607_HUMAN
Q9HCZ1	ZN334_HUMAN
P98168	ZXDA_HUMAN
Q8NCK3	ZN485_HUMAN
Q9GZU2	PEG3_HUMAN
Q15776	ZKSC8_HUMAN
Q9H7R0	ZN442_HUMAN
Q6ZN06	ZN813_HUMAN
P09017	HXC4_HUMAN
P17031	ZNF26_HUMAN
Q9UC07	ZNF69_HUMAN
Q96ND8	ZN583_HUMAN
Q3ZCX4	ZN568_HUMAN
P98169	ZXDB_HUMAN
Q8WV37	ZN480_HUMAN
Q96SQ5	ZN587_HUMAN
Q8N4W9	ZN808_HUMAN
O60675	MAFK_HUMAN
P17038	ZNF43_HUMAN
P17035	ZNF28_HUMAN
Q7L945	ZN627_HUMAN
Q5FWF6	ZN789_HUMAN
O15090	ZN536_HUMAN
Q76KX8	ZN534_HUMAN
Q9Y2D9	ZN652_HUMAN
Q96K83	ZN521_HUMAN
P55771	PAX9_HUMAN
Q9UPW0	FOXJ3_HUMAN
Q9NW07	ZN358_HUMAN
O94900	TOX_HUMAN
Q12772	SRBP2_HUMAN
P20264	PO3F3_HUMAN
Q6ZN57	ZFP2_HUMAN
Q92753	RORB_HUMAN
Q8N782	ZN525_HUMAN
P35713	SOX18_HUMAN
P0C7M4	RHF2B_HUMAN
A8MYZ6	FOXO6_HUMAN
Q9Y5Q3	MAFB_HUMAN
Q6BEB4	SP5_HUMAN
B7Z6K7	ZN814_HUMAN
Q7Z340	ZN551_HUMAN
Q5CZA5	ZN805_HUMAN
A6NGD5	ZSA5C_HUMAN
A6NFQ7	DPRX_HUMAN
Q5VIY5	ZN468_HUMAN
Q08AN1	ZN616_HUMAN
Q5VYV0	FOXB2_HUMAN
Q5VV16	FX4L5_HUMAN
P10074	ZBT48_HUMAN
Q12901	ZN155_HUMAN
Q6ZMS7	ZN783_HUMAN
Q6IV72	ZN425_HUMAN
A6NKF2	ARI3C_HUMAN
Q96DT7	ZBT10_HUMAN
Q16254	E2F4_HUMAN
Q7RTU4	BHA09_HUMAN
O60422	ONEC3_HUMAN
Q13516	OLIG2_HUMAN
Q06416	P5F1B_HUMAN
Q9UK33	ZN580_HUMAN
Q8N823	ZN611_HUMAN
O75437	ZN254_HUMAN
Q9BW11	MAD3_HUMAN
P52741	ZN134_HUMAN
Q96IR2	ZN845_HUMAN
A8MZ59	LEUTX_HUMAN
Q00978	IRF9_HUMAN
A6NNF4	ZN726_HUMAN
A8MXY4	ZNF99_HUMAN
Q03938	ZNF90_HUMAN
Q02080	MEF2B_HUMAN
Q9BWE0	REPI1_HUMAN
A8MT65	ZN891_HUMAN
A8MTQ0	NOTO_HUMAN
O96006	ZBED1_HUMAN
Q8IX15	HOMEZ_HUMAN
P0CH99	Z705D_HUMAN
P0CI00	Z705B_HUMAN
A8MUZ8	Z705G_HUMAN
Q9NQ03	SCRT2_HUMAN
Q9C0G0	ZN407_HUMAN
Q9NP08	HMX1_HUMAN
P0CG40	SP9_HUMAN
Q8NAF0	ZN579_HUMAN
P0C6A0	ZGLP1_HUMAN
Q9HAK2	COE2_HUMAN
P49716	CEBPD_HUMAN
Q6PDB4	ZN880_HUMAN
Q2M218	ZN630_HUMAN
Q08AG5	ZN844_HUMAN
Q96JG9	ZN469_HUMAN
E9PGG2	ANHX_HUMAN
Q9BY31	ZN717_HUMAN
Q9P255	ZN492_HUMAN
P0C7X2	ZN688_HUMAN
O15391	TYY2_HUMAN
Q8WVJ9	TWST2_HUMAN
B4DU55	ZN879_HUMAN
B4DX44	ZN736_HUMAN
Q99941	ATF6B_HUMAN
Q9NU63	ZFP57_HUMAN
Q96LW9	ZSC31_HUMAN
Q5JNZ3	ZN311_HUMAN
Q15270	NKX11_HUMAN
P28702	RXRB_HUMAN
P40425	PBX2_HUMAN
C9JSJ3	BHMG1_HUMAN
Q01860	PO5F1_HUMAN
Q9Y330	ZBT12_HUMAN
O43299	AP5Z1_HUMAN
Q8N972	ZN709_HUMAN
B1APH4	ZN487_HUMAN
Q96ME7	ZN512_HUMAN
P41161	ETV5_HUMAN
Q52M93	Z585B_HUMAN
P49715	CEBPA_HUMAN
Q6AW86	Z324B_HUMAN
Q8TBZ8	ZN564_HUMAN
Q8NA31	TERB1_HUMAN
P10075	GLI4_HUMAN
Q2M3X9	ZN674_HUMAN
Q14585	ZN345_HUMAN
Q7Z398	ZN550_HUMAN
P31260	HXA10_HUMAN
Q6ZN32	ETV3L_HUMAN
Q3ZCT1	ZN260_HUMAN
Q96BK5	PINX1_HUMAN
